pos	DEL	INS
248	12	17
249	9	17
250	5	16
251	6	14
252	12	12
253	10	9
254	9	10
255	9	9
256	9	8
257	8	7
258	3	5
259	4	6
260	3	6
261	3	5
262	6	9
263	8	14
264	8	15
265	12	18
266	15	18
267	25	24
268	25	19
269	22	18
270	23	16
271	19	19
272	18	20
273	9	16
274	4	15
275	4	13
276	4	16
277	4	13
278	3	10
279	3	10
280	3	9
281	4	8
282	3	4
283	6	5
284	7	3
285	7	1
286	7	1
287	6	2
288	7	3
289	5	2
290	8	4
291	9	6
292	9	8
293	9	9
294	9	10
295	9	12
296	8	18
297	5	16
298	6	15
299	11	15
300	14	13
301	14	11
302	14	8
303	14	7
304	16	9
305	15	7
306	15	5
307	10	6
308	9	8
309	8	9
310	11	7
311	9	7
312	9	6
313	10	5
314	11	4
315	10	7
316	10	6
317	9	6
318	9	6
319	9	6
320	9	5
321	7	4
322	6	4
323	8	5
324	7	6
325	8	7
326	7	7
327	9	8
328	13	9
329	15	10
330	15	9
331	15	12
332	18	11
333	16	11
334	12	10
335	17	12
336	18	14
337	30	27
338	29	26
339	27	25
340	24	26
341	17	27
342	18	25
343	39	41
344	35	39
345	41	37
346	40	36
347	38	35
348	37	36
349	29	24
350	23	17
351	9	11
352	8	14
353	10	12
354	10	10
355	9	10
356	8	8
357	8	8
358	7	5
359	3	5
360	3	6
361	4	5
362	5	5
363	4	7
364	5	8
365	6	8
366	6	8
367	5	7
368	6	7
369	5	7
370	5	7
371	2	6
372	3	5
373	3	6
374	3	6
375	3	4
376	4	3
377	5	2
378	5	2
379	6	3
380	7	4
381	8	5
382	7	6
383	7	6
384	5	6
385	7	8
386	6	8
387	7	7
388	4	6
389	4	5
390	4	6
391	4	5
392	2	5
393	4	5
394	4	4
395	4	3
396	5	3
397	6	5
398	7	6
399	5	8
400	5	11
401	4	12
402	3	13
403	4	12
404	5	13
405	6	13
406	7	11
407	6	24
408	7	23
409	7	22
410	8	21
411	9	20
412	9	19
413	8	13
414	8	10
415	11	9
416	10	7
417	10	10
418	12	9
419	13	9
420	18	9
421	15	11
422	15	13
423	14	12
424	12	14
425	11	15
426	10	18
427	10	18
428	9	19
429	6	17
430	7	15
431	8	13
432	15	11
433	15	8
434	18	10
435	18	9
436	19	9
437	21	9
438	16	8
439	10	8
440	18	8
441	17	8
442	21	8
443	21	9
444	20	11
445	25	11
446	23	13
447	23	17
448	31	19
449	41	35
450	45	34
451	44	32
452	41	32
453	39	27
454	29	27
455	23	10
456	14	6
457	5	6
458	4	8
459	5	7
460	4	9
461	3	9
462	4	8
463	4	8
464	3	8
465	2	8
466	2	6
467	3	6
468	2	7
469	2	8
470	3	11
471	3	8
472	4	10
473	4	12
474	4	12
475	6	12
476	5	12
477	3	10
478	5	10
479	6	9
480	8	10
481	10	10
482	9	8
483	9	7
484	7	5
485	7	4
486	6	3
487	2	3
488	3	5
489	4	7
490	6	7
491	6	6
492	8	7
493	10	7
494	9	8
495	8	8
496	8	5
497	11	5
498	11	5
499	11	4
500	9	3
501	8	3
502	9	3
503	7	3
504	6	5
505	7	5
506	6	6
507	5	6
508	7	6
509	9	5
510	11	3
511	11	6
512	11	7
513	14	10
514	10	13
515	8	14
516	10	15
517	9	12
518	8	12
519	9	11
520	8	9
521	9	9
522	9	8
523	8	8
524	8	10
525	5	9
526	5	8
527	5	9
528	3	8
529	6	8
530	7	9
531	7	8
532	8	9
533	11	8
534	13	7
535	15	7
536	15	5
537	13	6
538	13	9
539	13	9
540	10	10
541	6	11
542	4	12
543	4	9
544	4	7
545	0	5
546	0	5
547	0	3
548	0	3
549	0	3
550	0	2
551	0	3
552	0	3
553	1	2
554	1	3
555	1	4
556	1	7
557	1	10
558	2	11
559	2	11
560	2	11
561	3	11
562	3	9
563	9	10
564	9	10
565	10	11
566	11	11
567	11	11
568	11	9
569	6	7
570	5	5
571	3	6
572	4	3
573	4	2
574	4	3
575	3	3
576	4	4
577	4	3
578	6	6
579	7	7
580	8	6
581	7	6
582	7	7
583	6	6
584	9	5
585	7	4
586	7	2
587	9	5
588	11	5
589	11	8
590	11	13
591	12	13
592	11	13
593	13	15
594	12	14
595	12	12
596	12	8
597	10	10
598	9	10
599	7	8
600	8	10
601	10	10
602	12	10
603	19	10
604	19	8
605	17	7
606	16	4
607	13	6
608	15	6
609	9	10
610	7	10
611	8	11
612	8	11
613	12	11
614	12	10
615	10	13
616	9	10
617	8	10
618	7	9
619	3	7
620	2	7
621	2	5
622	2	6
623	0	5
624	1	7
625	1	7
626	1	7
627	1	8
628	1	12
629	1	11
630	2	10
631	3	9
632	3	9
633	2	11
634	2	11
635	2	9
636	1	7
637	1	7
638	1	6
639	1	4
640	0	4
641	0	4
642	0	4
643	1	6
644	3	6
645	3	6
646	4	6
647	7	6
648	7	8
649	13	7
650	14	7
651	12	8
652	12	10
653	11	11
654	10	9
655	16	9
656	16	8
657	45	11
658	46	13
659	53	13
660	54	14
661	51	14
662	50	17
663	18	17
664	21	20
665	25	20
666	25	20
667	21	17
668	19	15
669	16	16
670	12	12
671	13	9
672	11	8
673	11	9
674	9	8
675	5	5
676	5	8
677	3	7
678	3	9
679	3	8
680	5	6
681	7	7
682	6	8
683	11	8
684	11	5
685	11	5
686	9	5
687	9	6
688	9	5
689	5	3
690	5	2
691	7	5
692	8	6
693	6	6
694	6	4
695	4	4
696	7	4
697	7	1
698	4	2
699	4	2
700	3	2
701	3	3
702	3	4
703	5	4
704	5	4
705	8	5
706	10	6
707	10	5
708	8	5
709	8	5
710	9	8
711	6	11
712	5	17
713	5	17
714	7	17
715	6	17
716	6	16
717	6	13
718	6	9
719	7	7
720	6	7
721	6	6
722	4	4
723	3	4
724	5	4
725	7	4
726	7	4
727	7	3
728	6	4
729	6	10
730	6	12
731	4	14
732	4	14
733	4	17
734	7	18
735	10	16
736	9	16
737	9	15
738	10	15
739	11	13
740	9	10
741	9	5
742	8	4
743	8	3
744	8	3
745	8	2
746	5	4
747	3	4
748	4	3
749	8	3
750	7	3
751	10	2
752	13	1
753	14	1
754	21	0
755	21	0
756	19	0
757	23	1
758	22	1
759	21	1
760	26	1
761	20	1
762	18	3
763	16	2
764	16	4
765	14	6
766	7	8
767	4	9
768	4	11
769	3	11
770	2	9
771	2	8
772	5	9
773	5	7
774	7	11
775	7	11
776	6	11
777	7	10
778	6	10
779	8	10
780	8	6
781	8	7
782	6	7
783	6	7
784	5	6
785	5	5
786	3	5
787	5	5
788	7	4
789	7	3
790	7	5
791	6	5
792	4	6
793	2	7
794	2	8
795	0	7
796	0	7
797	1	6
798	1	7
799	1	8
800	2	9
801	3	8
802	3	9
803	4	7
804	4	6
805	3	5
806	3	7
807	3	6
808	3	9
809	4	9
810	5	11
811	6	12
812	6	11
813	8	12
814	7	12
815	9	9
816	6	8
817	5	7
818	7	6
819	6	5
820	7	4
821	8	2
822	9	2
823	8	3
824	10	5
825	10	5
826	9	5
827	7	4
828	11	4
829	10	4
830	8	3
831	7	1
832	13	1
833	16	1
834	14	1
835	14	3
836	13	3
837	11	3
838	6	3
839	2	3
840	2	3
841	2	2
842	2	2
843	3	1
844	4	2
845	4	3
846	5	6
847	6	6
848	8	5
849	7	5
850	13	5
851	18	4
852	23	2
853	36	1
854	40	1
855	42	1
856	41	1
857	40	1
858	34	1
859	25	1
860	14	0
861	10	0
862	7	0
863	4	6
864	3	8
865	4	8
866	4	8
867	7	10
868	9	10
869	12	7
870	14	6
871	15	7
872	15	6
873	10	3
874	12	3
875	11	3
876	8	3
877	8	6
878	6	7
879	5	8
880	5	8
881	2	10
882	4	11
883	5	6
884	5	6
885	6	7
886	9	6
887	12	4
888	15	2
889	16	2
890	17	2
891	15	0
892	17	0
893	16	0
894	13	2
895	14	2
896	12	3
897	11	3
898	10	4
899	8	4
900	5	4
901	7	3
902	7	4
903	7	3
904	8	2
905	9	3
906	9	3
907	5	4
908	3	2
909	3	4
910	3	4
911	3	5
912	2	4
913	2	3
914	2	3
915	3	1
916	2	7
917	1	6
918	1	6
919	1	6
920	1	6
921	1	6
922	1	1
923	0	1
924	0	0
925	0	1
926	0	1
927	0	1
928	0	1
929	0	1
930	0	1
931	0	0
932	0	0
933	0	0
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
