pos	DEL	INS
247	14	5
248	14	6
249	14	8
250	14	8
251	15	12
252	15	13
253	14	13
254	14	13
255	13	14
256	14	14
257	17	11
258	25	11
259	27	12
260	26	11
261	27	10
262	27	10
263	29	11
264	23	11
265	21	10
266	14	10
267	13	10
268	13	11
269	22	10
270	22	10
271	27	6
272	28	6
273	27	7
274	27	6
275	28	8
276	28	8
277	26	8
278	26	7
279	24	6
280	21	10
281	19	11
282	22	9
283	21	10
284	26	10
285	26	10
286	30	8
287	50	5
288	62	6
289	64	6
290	63	7
291	72	8
292	62	11
293	69	10
294	122	9
295	130	10
296	131	13
297	136	13
298	138	12
299	126	12
300	109	14
301	47	14
302	45	12
303	87	9
304	119	17
305	126	18
306	141	15
307	144	14
308	143	16
309	130	16
310	74	19
311	43	60
312	24	59
313	16	62
314	12	59
315	7	57
316	14	55
317	15	27
318	14	20
319	22	19
320	29	20
321	34	20
322	38	20
323	40	18
324	49	24
325	43	190
326	46	198
327	48	392
328	43	390
329	38	391
330	38	389
331	39	261
332	28	234
333	21	130
334	15	70
335	17	53
336	19	41
337	15	33
338	24	32
339	25	35
340	27	31
341	23	32
342	21	30
343	20	30
344	11	28
345	11	23
346	9	22
347	12	18
348	14	20
349	13	20
350	12	17
351	14	17
352	17	17
353	15	33
354	18	30
355	15	105
356	15	107
357	11	105
358	10	103
359	8	88
360	9	88
361	10	16
362	13	12
363	19	9
364	17	11
365	22	10
366	28	9
367	31	9
368	44	14
369	56	12
370	67	12
371	77	12
372	79	12
373	90	13
374	78	10
375	71	10
376	70	10
377	67	9
378	64	7
379	53	6
380	78	10
381	99	9
382	106	10
383	109	9
384	119	10
385	121	11
386	114	14
387	101	13
388	81	13
389	77	15
390	81	14
391	96	14
392	85	10
393	82	9
394	81	9
395	86	9
396	73	8
397	77	7
398	74	8
399	63	13
400	51	16
401	34	16
402	33	16
403	28	19
404	27	20
405	28	21
406	27	19
407	25	19
408	26	16
409	29	13
410	33	16
411	36	14
412	30	10
413	32	7
414	34	6
415	30	6
416	27	5
417	26	2
418	26	2
419	31	2
420	30	2
421	39	6
422	38	6
423	40	7
424	42	8
425	39	9
426	42	9
427	22	9
428	23	7
429	25	11
430	19	8
431	22	8
432	29	9
433	31	11
434	39	13
435	47	10
436	43	10
437	44	10
438	39	9
439	37	10
440	39	15
441	32	13
442	34	13
443	32	14
444	31	15
445	37	13
446	37	13
447	35	14
448	47	12
449	76	13
450	70	13
451	118	85
452	117	80
453	120	79
454	126	79
455	123	79
456	132	77
457	102	40
458	90	30
459	83	27
460	89	25
461	87	23
462	61	23
463	61	21
464	49	20
465	49	19
466	41	17
467	32	14
468	31	12
469	19	10
470	36	8
471	38	9
472	38	8
473	43	11
474	40	10
475	35	9
476	24	9
477	23	9
478	24	8
479	25	12
480	24	12
481	31	11
482	30	13
483	31	13
484	30	13
485	37	12
486	39	13
487	36	15
488	35	18
489	34	23
490	30	24
491	31	28
492	30	35
493	28	34
494	24	35
495	22	31
496	20	29
497	16	23
498	20	24
499	16	16
500	17	12
501	15	12
502	13	11
503	14	12
504	15	9
505	14	12
506	14	14
507	12	15
508	15	16
509	14	13
510	18	14
511	18	13
512	15	12
513	17	12
514	19	11
515	23	12
516	23	11
517	28	11
518	29	9
519	25	8
520	22	8
521	28	7
522	60	8
523	54	5
524	66	7
525	72	10
526	76	10
527	77	13
528	66	12
529	52	13
530	50	11
531	48	11
532	42	8
533	28	8
534	32	10
535	30	9
536	25	8
537	24	9
538	23	11
539	24	12
540	23	11
541	21	8
542	16	9
543	16	9
544	18	7
545	22	6
546	23	8
547	87	13
548	89	13
549	89	12
550	89	12
551	94	13
552	100	12
553	41	9
554	33	7
555	31	6
556	35	6
557	28	4
558	26	4
559	27	5
560	26	4
561	36	5
562	34	5
563	32	4
564	31	4
565	30	8
566	57	11
567	58	10
568	61	10
569	65	12
570	66	22
571	65	17
572	52	19
573	43	20
574	42	20
575	40	16
576	34	12
577	31	12
578	40	8
579	43	7
580	46	8
581	38	8
582	34	8
583	49	7
584	38	7
585	35	9
586	37	9
587	43	9
588	46	13
589	33	14
590	48	15
591	51	12
592	51	11
593	41	12
594	52	9
595	55	7
596	53	4
597	57	4
598	73	5
599	97	4
600	112	5
601	115	4
602	135	5
603	151	5
604	153	7
605	130	14
606	126	18
607	115	22
608	105	24
609	82	29
610	97	30
611	101	24
612	116	25
613	111	22
614	101	21
615	97	16
616	104	16
617	101	18
618	102	15
619	91	16
620	92	15
621	83	16
622	79	21
623	76	24
624	69	24
625	74	22
626	76	22
627	78	18
628	80	14
629	109	13
630	110	10
631	134	8
632	133	6
633	170	6
634	192	17
635	174	14
636	187	16
637	179	18
638	182	19
639	150	19
640	130	13
641	129	12
642	115	12
643	100	10
644	95	8
645	96	8
646	86	5
647	82	6
648	75	4
649	72	5
650	71	5
651	70	5
652	71	5
653	71	3
654	70	8
655	71	7
656	72	8
657	71	9
658	70	9
659	69	10
660	77	7
661	81	12
662	116	15
663	113	16
664	118	20
665	119	19
666	126	24
667	126	21
668	99	25
669	93	24
670	95	25
671	92	27
672	82	25
673	81	28
674	74	30
675	75	30
676	75	28
677	75	26
678	75	26
679	92	22
680	91	18
681	92	15
682	104	18
683	105	17
684	107	18
685	104	13
686	95	12
687	90	11
688	94	13
689	92	28
690	91	31
691	83	31
692	83	28
693	86	27
694	91	25
695	86	24
696	83	20
697	91	24
698	96	24
699	98	23
700	100	21
701	93	22
702	92	19
703	85	16
704	81	17
705	78	20
706	76	17
707	74	18
708	74	17
709	76	17
710	77	24
711	78	22
712	77	19
713	75	16
714	75	14
715	76	13
716	79	8
717	70	9
718	67	10
719	73	12
720	79	21
721	82	21
722	86	43
723	89	48
724	92	50
725	85	48
726	76	40
727	74	40
728	71	23
729	60	22
730	37	18
731	34	16
732	40	15
733	42	20
734	44	25
735	45	19
736	43	18
737	47	19
738	44	22
739	48	19
740	48	11
741	47	10
742	54	11
743	52	12
744	45	10
745	37	9
746	32	9
747	27	10
748	27	9
749	58	8
750	55	8
751	53	9
752	51	10
753	54	10
754	58	9
755	49	9
756	44	10
757	49	10
758	81	7
759	78	7
760	133	8
761	127	11
762	124	11
763	124	11
764	97	12
765	106	12
766	71	15
767	76	21
768	88	20
769	84	20
770	94	20
771	91	18
772	53	15
773	63	12
774	58	9
775	69	8
776	65	7
777	65	6
778	67	6
779	52	7
780	51	7
781	33	6
782	31	6
783	28	7
784	27	10
785	29	11
786	25	10
787	26	16
788	28	24
789	28	30
790	28	30
791	26	33
792	28	39
793	29	37
794	27	35
795	28	28
796	26	25
797	26	29
798	27	28
799	29	27
800	41	25
801	44	21
802	37	21
803	40	17
804	44	13
805	39	13
806	35	9
807	23	9
808	24	8
809	22	7
810	17	8
811	16	8
812	13	7
813	8	8
814	5	8
815	8	7
816	10	5
817	12	6
818	17	9
819	27	12
820	34	16
821	36	21
822	48	20
823	46	28
824	46	28
825	40	29
826	34	26
827	30	31
828	19	42
829	17	37
830	15	35
831	13	35
832	13	34
833	15	30
834	15	20
835	22	18
836	22	14
837	21	13
838	20	12
839	21	11
840	21	11
841	20	7
842	19	8
843	29	8
844	29	8
845	28	9
846	28	9
847	29	9
848	24	9
849	16	8
850	14	7
851	16	6
852	14	5
853	11	5
854	16	4
855	14	4
856	15	7
857	21	7
858	20	7
859	24	7
860	27	8
861	32	9
862	32	8
863	30	5
864	26	6
865	35	9
866	36	10
867	36	10
868	28	9
869	28	9
870	50	8
871	42	8
872	47	9
873	44	9
874	39	11
875	42	11
876	30	12
877	30	11
878	39	12
879	41	13
880	46	12
881	49	13
882	44	15
883	45	15
884	43	14
885	50	13
886	48	9
887	51	9
888	57	8
889	74	8
890	112	8
891	105	5
892	107	4
893	105	4
894	111	2
895	103	3
896	67	3
897	56	4
898	40	3
899	30	4
900	15	8
901	11	15
902	15	17
903	14	18
904	18	19
905	21	18
906	29	15
907	33	12
908	38	11
909	37	10
910	33	7
911	33	6
912	38	6
913	30	6
914	29	7
915	23	8
916	27	8
917	27	8
918	16	7
919	19	7
920	19	7
921	20	8
922	18	9
923	21	8
924	22	7
925	23	6
926	26	8
927	31	7
928	31	4
929	26	5
930	28	7
931	24	11
932	26	11
933	21	11
934	22	11
935	21	11
936	18	8
937	22	5
938	20	2
939	20	1
940	20	4
941	20	4
942	20	5
943	15	6
944	11	7
945	12	6
946	11	8
947	13	9
948	14	11
949	9	9
950	9	11
951	8	11
952	9	9
953	10	7
954	10	5
955	11	6
956	7	5
957	7	3
958	8	3
959	6	2
960	5	2
961	5	0
962	5	0
963	5	0
964	1	1
965	0	1
966	0	1
967	0	2
968	0	3
969	0	3
970	0	3
971	0	2
972	0	2
973	0	1
974	0	1
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
