pos	DEL	INS
248	4	1
249	3	1
250	3	1
251	3	1
252	4	1
253	4	2
254	4	3
255	5	2
256	4	2
257	4	2
258	5	2
259	5	2
260	5	2
261	5	2
262	4	2
263	5	2
264	5	2
265	4	2
266	4	1
267	4	1
268	4	1
269	3	0
270	3	0
271	3	0
272	2	0
273	2	0
274	2	0
275	1	0
276	1	0
277	1	0
278	1	0
279	1	0
280	1	0
281	2	0
282	2	0
283	2	0
284	1	0
285	1	0
286	1	0
287	1	0
288	2	0
289	2	0
290	2	0
291	2	0
292	2	0
293	3	0
294	4	1
295	4	1
296	5	1
297	4	1
298	4	1
299	3	1
300	4	1
301	4	1
302	4	1
303	4	1
304	4	8
305	3	7
306	3	7
307	2	7
308	2	7
309	2	7
310	1	7
311	1	7
312	0	7
313	0	7
314	0	8
315	0	5
316	0	3
317	0	3
318	0	2
319	1	1
320	1	2
321	1	2
322	1	2
323	1	2
324	1	2
325	1	3
326	1	3
327	2	5
328	2	5
329	2	4
330	2	4
331	2	4
332	2	4
333	1	4
334	1	4
335	1	3
336	1	2
337	1	2
338	1	1
339	1	0
340	1	0
341	0	0
342	0	0
343	0	0
344	0	0
345	0	1
346	0	1
347	0	1
348	0	1
349	0	1
350	0	1
351	0	1
352	0	1
353	0	2
354	0	2
355	0	2
356	0	3
357	1	3
358	1	3
359	1	3
360	1	2
361	1	2
362	1	2
363	1	2
364	1	2
365	1	2
366	1	2
367	1	1
368	2	1
369	2	1
370	2	2
371	2	2
372	2	2
373	2	2
374	2	2
375	3	2
376	3	1
377	3	1
378	3	1
379	4	1
380	4	2
381	5	2
382	5	2
383	5	2
384	5	2
385	5	2
386	5	2
387	4	3
388	5	3
389	5	3
390	5	3
391	6	2
392	12	2
393	154	2
394	170	2
395	172	2
396	172	2
397	172	2
398	172	1
399	171	1
400	171	1
401	173	1
402	172	1
403	172	1
404	173	1
405	170	1
406	12	1
407	12	1
408	6	1
409	5	1
410	5	1
411	6	1
412	7	2
413	5	3
414	4	3
415	4	4
416	4	4
417	3	5
418	2	5
419	2	5
420	2	5
421	2	5
422	1	5
423	1	4
424	1	4
425	1	4
426	1	4
427	1	4
428	1	4
429	1	4
430	1	4
431	2	4
432	2	4
433	2	4
434	2	3
435	2	3
436	3	3
437	3	3
438	3	3
439	3	3
440	3	3
441	3	3
442	3	3
443	3	3
444	3	3
445	3	3
446	4	1
447	4	1
448	3	1
449	4	1
450	5	1
451	5	5
452	5	5
453	5	5
454	6	5
455	6	6
456	6	6
457	5	6
458	5	5
459	5	6
460	4	6
461	5	6
462	5	5
463	5	3
464	5	3
465	5	3
466	3	3
467	3	3
468	3	4
469	3	4
470	3	4
471	3	4
472	3	4
473	4	4
474	3	4
475	4	4
476	4	5
477	4	5
478	5	4
479	5	3
480	6	3
481	6	3
482	6	3
483	6	3
484	6	3
485	6	3
486	5	3
487	3	2
488	3	2
489	3	2
490	2	1
491	2	1
492	2	1
493	1	1
494	1	1
495	1	0
496	1	0
497	1	0
498	1	0
499	1	0
500	1	0
501	1	0
502	1	0
503	1	0
504	1	0
505	1	0
506	1	0
507	1	0
508	1	0
509	1	0
510	1	0
511	1	0
512	1	0
513	3	0
514	3	0
515	3	0
516	3	0
517	2	1
518	2	1
519	2	2
520	3	2
521	3	2
522	3	2
523	3	2
524	3	2
525	3	2
526	3	2
527	3	2
528	2	2
529	2	2
530	2	2
531	2	1
532	2	1
533	2	1
534	2	2
535	2	2
536	2	2
537	2	2
538	2	2
539	2	2
540	2	2
541	2	2
542	2	2
543	2	2
544	3	2
545	3	2
546	3	1
547	3	1
548	3	1
549	3	1
550	3	1
551	3	1
552	2	1
553	2	1
554	2	1
555	1	1
556	1	1
557	1	1
558	1	1
559	1	1
560	1	1
561	1	2
562	1	1
563	1	1
564	1	1
565	1	1
566	1	1
567	1	1
568	1	1
569	1	1
570	1	1
571	1	1
572	2	0
573	2	0
574	2	0
575	3	0
576	4	0
577	4	0
578	4	0
579	4	0
580	5	0
581	6	0
582	6	0
583	5	0
584	5	0
585	5	0
586	6	0
587	5	0
588	5	1
589	5	1
590	12	1
591	12	1
592	11	1
593	11	1
594	11	1
595	11	1
596	12	1
597	13	1
598	16	1
599	16	1
600	16	1
601	18	1
602	19	1
603	20	0
604	25	0
605	25	0
606	24	0
607	24	0
608	24	0
609	20	0
610	45	0
611	46	0
612	46	0
613	46	0
614	45	0
615	44	0
616	44	0
617	40	0
618	42	0
619	42	0
620	43	0
621	43	0
622	43	0
623	42	0
624	42	1
625	42	1
626	42	1
627	43	1
628	43	1
629	45	1
630	45	1
631	46	1
632	46	1
633	46	1
634	46	1
635	46	1
636	46	1
637	46	1
638	46	1
639	45	1
640	45	1
641	45	1
642	42	1
643	42	1
644	41	1
645	41	1
646	42	2
647	42	2
648	42	2
649	42	2
650	42	2
651	42	2
652	42	2
653	42	2
654	42	2
655	43	2
656	43	2
657	42	2
658	42	3
659	42	3
660	42	3
661	42	3
662	45	3
663	45	3
664	45	3
665	45	2
666	46	2
667	46	2
668	45	2
669	45	2
670	45	2
671	45	2
672	45	2
673	43	2
674	43	2
675	42	2
676	42	2
677	42	1
678	41	1
679	42	1
680	42	1
681	42	1
682	43	1
683	43	1
684	43	1
685	44	1
686	44	1
687	44	1
688	45	1
689	46	2
690	47	2
691	48	1
692	48	1
693	47	1
694	47	1
695	48	1
696	48	1
697	48	2
698	48	2
699	48	2
700	48	2
701	48	2
702	45	1
703	45	1
704	44	1
705	44	1
706	42	1
707	43	1
708	43	2
709	43	3
710	43	3
711	43	3
712	43	3
713	43	2
714	43	2
715	43	2
716	42	2
717	39	2
718	37	2
719	38	2
720	38	2
721	38	1
722	38	1
723	38	2
724	38	2
725	37	2
726	36	2
727	35	2
728	34	2
729	33	2
730	17	2
731	17	2
732	16	1
733	18	1
734	19	1
735	19	2
736	19	2
737	20	2
738	20	2
739	19	2
740	19	2
741	11	2
742	12	2
743	12	2
744	12	2
745	11	2
746	11	2
747	11	2
748	6	1
749	6	1
750	6	0
751	6	0
752	8	0
753	8	0
754	8	0
755	8	0
756	8	0
757	7	0
758	7	0
759	7	0
760	7	0
761	7	0
762	8	0
763	8	0
764	9	0
765	8	0
766	7	0
767	7	0
768	10	0
769	10	0
770	12	0
771	12	0
772	12	0
773	16	0
774	15	0
775	17	0
776	21	0
777	35	0
778	40	0
779	61	0
780	64	1
781	357	1
782	357	1
783	368	1
784	394	1
785	399	1
786	427	1
787	456	1
788	460	1
789	471	1
790	481	1
791	486	1
792	520	1
793	550	1
794	554	1
795	555	1
796	555	1
797	559	1
798	559	1
799	560	1
800	560	1
801	561	2
802	561	2
803	559	2
804	557	2
805	550	2
806	540	2
807	535	2
808	533	2
809	525	2
810	517	2
811	197	2
812	190	0
813	184	0
814	173	0
815	160	0
816	146	0
817	113	0
818	112	0
819	88	0
820	53	0
821	50	0
822	43	0
823	38	0
824	30	0
825	8	0
826	7	0
827	6	0
828	6	0
829	4	0
830	4	0
831	4	0
832	3	0
833	3	0
834	3	0
835	4	0
836	4	0
837	3	0
838	2	0
839	2	0
840	2	0
841	2	0
842	2	0
843	1	1
844	1	1
845	1	1
846	1	1
847	2	1
848	2	1
849	2	1
850	2	1
851	2	1
852	2	1
853	2	1
854	2	1
855	3	1
856	3	1
857	3	1
858	4	1
859	4	1
860	3	1
861	3	1
862	3	1
863	4	1
864	4	1
865	5	1
866	4	1
867	4	1
868	4	1
869	4	1
870	3	1
871	2	1
872	2	2
873	2	2
874	2	2
875	2	2
876	2	2
877	1	2
878	2	2
879	3	2
880	3	2
881	3	2
882	4	2
883	4	2
884	4	2
885	4	2
886	6	2
887	6	2
888	6	2
889	6	2
890	6	2
891	5	1
892	4	0
893	3	0
894	2	0
895	2	0
896	2	0
897	1	0
898	1	0
899	1	0
900	1	0
901	1	0
902	2	0
903	2	0
904	2	0
905	2	0
906	3	0
907	3	0
908	3	0
909	3	0
910	3	0
911	3	0
912	3	0
913	3	0
914	2	0
915	2	0
916	2	0
917	1	0
918	2	0
919	1	0
920	2	0
921	2	0
922	2	0
923	2	0
924	2	0
925	2	0
926	2	0
927	2	0
928	2	0
929	2	0
930	2	0
931	1	0
932	1	0
933	1	0
934	1	0
935	1	0
936	1	0
937	1	0
938	1	0
939	1	0
940	1	0
941	1	0
942	1	0
943	1	0
944	1	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
