pos	DEL	INS
246	33	22
247	80	42
248	88	45
249	86	46
250	82	40
251	29	28
252	38	33
253	70	48
254	71	57
255	74	76
256	71	78
257	35	71
258	46	76
259	41	58
260	35	50
261	31	38
262	33	25
263	49	64
264	49	66
265	76	64
266	75	61
267	59	30
268	104	30
269	81	37
270	79	42
271	83	45
272	69	49
273	153	41
274	158	38
275	168	36
276	155	30
277	63	31
278	49	25
279	41	20
280	41	33
281	43	40
282	54	37
283	56	41
284	53	30
285	48	27
286	93	21
287	132	20
288	158	31
289	190	32
290	242	56
291	196	61
292	193	75
293	199	71
294	184	48
295	263	50
296	506	53
297	505	52
298	517	53
299	501	47
300	294	34
301	139	28
302	156	28
303	155	25
304	293	51
305	300	52
306	305	47
307	283	51
308	249	40
309	213	35
310	159	46
311	133	240
312	52	238
313	27	249
314	23	243
315	17	112
316	28	92
317	31	60
318	28	59
319	45	65
320	73	85
321	71	81
322	75	72
323	74	56
324	89	75
325	95	958
326	104	1026
327	189	1642
328	156	1617
329	128	1112
330	125	848
331	69	463
332	49	256
333	61	148
334	55	182
335	52	169
336	54	172
337	22	201
338	37	142
339	59	138
340	65	140
341	61	143
342	56	127
343	48	109
344	24	100
345	19	66
346	17	61
347	22	55
348	27	66
349	26	64
350	30	75
351	27	74
352	31	67
353	27	78
354	32	62
355	26	134
356	27	142
357	19	144
358	17	146
359	17	126
360	17	112
361	27	29
362	35	22
363	44	16
364	46	25
365	47	24
366	52	24
367	102	84
368	128	105
369	215	106
370	216	101
371	216	41
372	329	23
373	263	19
374	366	15
375	397	19
376	290	24
377	303	22
378	290	21
379	186	16
380	281	31
381	243	28
382	277	28
383	394	28
384	374	31
385	378	29
386	389	48
387	209	47
388	156	40
389	142	40
390	161	27
391	432	27
392	424	21
393	412	24
394	389	27
395	186	31
396	102	27
397	84	26
398	85	28
399	85	27
400	79	45
401	98	57
402	95	66
403	89	76
404	81	83
405	53	80
406	59	83
407	58	84
408	105	77
409	155	57
410	196	45
411	229	45
412	190	34
413	152	29
414	127	28
415	106	21
416	67	16
417	68	14
418	63	11
419	72	17
420	82	19
421	81	34
422	87	38
423	82	35
424	99	42
425	131	32
426	208	29
427	186	28
428	168	18
429	128	80
430	35	76
431	47	88
432	51	96
433	50	58
434	96	58
435	99	54
436	92	50
437	94	45
438	74	38
439	76	46
440	73	57
441	67	60
442	83	56
443	83	42
444	78	35
445	102	31
446	110	46
447	92	57
448	115	54
449	178	54
450	151	37
451	840	268
452	821	263
453	784	259
454	772	260
455	208	128
456	226	90
457	273	56
458	270	52
459	265	60
460	334	57
461	393	75
462	352	78
463	385	71
464	368	74
465	107	60
466	102	58
467	88	59
468	57	45
469	45	40
470	59	28
471	66	28
472	75	31
473	76	45
474	67	43
475	58	39
476	42	34
477	41	20
478	41	18
479	75	24
480	72	30
481	78	35
482	83	60
483	79	58
484	204	55
485	217	56
486	217	35
487	223	59
488	84	80
489	86	105
490	95	123
491	69	122
492	60	175
493	71	159
494	54	134
495	63	122
496	58	74
497	64	42
498	61	58
499	45	48
500	45	48
501	29	50
502	27	41
503	42	45
504	51	42
505	49	49
506	79	53
507	72	55
508	54	55
509	46	49
510	25	46
511	23	51
512	29	46
513	31	47
514	31	49
515	41	54
516	47	56
517	47	60
518	48	57
519	37	43
520	28	36
521	64	31
522	111	27
523	106	43
524	155	59
525	139	68
526	158	66
527	165	64
528	138	43
529	112	36
530	87	27
531	62	23
532	64	24
533	61	24
534	99	37
535	101	38
536	106	35
537	93	37
538	58	33
539	64	33
540	51	31
541	52	28
542	45	32
543	47	40
544	45	54
545	34	57
546	95	75
547	209	74
548	217	67
549	228	64
550	195	53
551	150	43
552	135	33
553	58	23
554	45	20
555	38	24
556	49	23
557	54	23
558	84	25
559	85	20
560	80	19
561	110	33
562	77	33
563	74	27
564	126	28
565	133	42
566	206	39
567	222	45
568	201	47
569	184	34
570	191	58
571	148	50
572	134	48
573	107	46
574	81	32
575	80	22
576	74	20
577	64	24
578	80	22
579	75	22
580	70	37
581	67	42
582	83	41
583	90	52
584	81	43
585	74	46
586	80	50
587	81	42
588	103	56
589	92	55
590	119	57
591	119	53
592	101	38
593	74	30
594	85	46
595	66	42
596	59	41
597	72	39
598	80	26
599	117	21
600	188	28
601	309	30
602	320	31
603	333	36
604	357	37
605	165	115
606	161	117
607	134	136
608	146	155
609	130	183
610	143	178
611	177	152
612	154	163
613	143	105
614	144	95
615	199	97
616	214	86
617	202	95
618	194	89
619	59	94
620	85	82
621	73	69
622	74	73
623	63	83
624	36	81
625	45	74
626	39	61
627	40	41
628	40	28
629	132	26
630	147	26
631	208	26
632	204	27
633	337	25
634	499	91
635	463	87
636	457	84
637	384	85
638	267	48
639	263	31
640	244	28
641	248	46
642	180	46
643	62	43
644	58	42
645	68	27
646	83	21
647	70	24
648	74	22
649	71	29
650	62	36
651	63	38
652	55	42
653	57	40
654	28	42
655	25	36
656	29	38
657	26	35
658	41	26
659	40	30
660	62	33
661	109	46
662	128	64
663	125	77
664	309	87
665	258	80
666	260	107
667	257	95
668	53	111
669	42	134
670	56	133
671	60	157
672	70	156
673	101	134
674	116	145
675	105	131
676	97	113
677	60	109
678	44	86
679	69	71
680	68	50
681	68	37
682	81	64
683	91	66
684	98	68
685	95	66
686	81	39
687	69	40
688	124	47
689	315	77
690	377	116
691	375	116
692	320	109
693	109	93
694	59	71
695	53	74
696	63	187
697	109	198
698	113	189
699	120	175
700	136	60
701	102	64
702	102	59
703	99	59
704	83	70
705	65	66
706	56	59
707	115	63
708	104	62
709	115	65
710	110	109
711	41	107
712	35	104
713	31	101
714	34	80
715	37	65
716	67	60
717	65	54
718	57	37
719	64	83
720	44	474
721	53	475
722	77	701
723	91	708
724	108	336
725	115	328
726	83	133
727	74	96
728	60	61
729	71	96
730	60	89
731	52	92
732	70	95
733	92	90
734	86	95
735	87	81
736	76	80
737	53	67
738	50	74
739	45	61
740	43	43
741	55	29
742	65	19
743	115	37
744	109	39
745	101	39
746	91	36
747	35	23
748	57	14
749	93	12
750	95	13
751	91	21
752	85	28
753	64	29
754	95	29
755	91	26
756	111	25
757	135	24
758	146	28
759	140	28
760	182	29
761	157	38
762	129	33
763	139	45
764	156	49
765	167	55
766	129	50
767	137	67
768	128	67
769	109	61
770	140	62
771	137	45
772	106	35
773	202	34
774	177	36
775	184	32
776	183	28
777	207	23
778	167	14
779	187	22
780	174	23
781	113	25
782	97	28
783	71	27
784	70	36
785	69	62
786	66	61
787	74	74
788	107	98
789	84	94
790	79	92
791	70	97
792	56	95
793	58	91
794	56	100
795	57	91
796	33	85
797	84	85
798	86	101
799	91	103
800	106	99
801	63	91
802	56	73
803	77	55
804	93	46
805	131	39
806	138	24
807	111	20
808	93	20
809	49	25
810	41	32
811	32	34
812	31	31
813	17	32
814	29	25
815	41	24
816	56	23
817	76	43
818	94	66
819	82	73
820	90	92
821	146	89
822	138	70
823	145	89
824	157	84
825	96	84
826	85	75
827	75	79
828	61	133
829	46	124
830	41	125
831	35	123
832	26	70
833	45	52
834	44	37
835	59	36
836	70	34
837	51	42
838	55	46
839	63	35
840	52	40
841	58	29
842	83	24
843	78	29
844	76	26
845	77	28
846	54	32
847	55	35
848	48	37
849	35	36
850	30	35
851	25	29
852	24	30
853	22	37
854	34	40
855	31	39
856	31	34
857	35	24
858	28	22
859	32	19
860	45	29
861	67	36
862	121	29
863	117	26
864	104	24
865	101	48
866	65	65
867	70	63
868	93	65
869	86	38
870	104	29
871	100	23
872	156	21
873	152	19
874	154	31
875	228	34
876	160	48
877	141	48
878	159	47
879	83	57
880	81	48
881	90	48
882	76	53
883	85	40
884	78	38
885	99	36
886	81	25
887	135	17
888	175	14
889	255	12
890	379	15
891	427	22
892	386	23
893	350	26
894	329	22
895	342	18
896	334	32
897	289	32
898	253	30
899	99	37
900	47	72
901	29	98
902	30	103
903	27	102
904	61	68
905	99	42
906	130	47
907	179	39
908	175	37
909	147	40
910	127	26
911	77	29
912	95	37
913	75	36
914	133	45
915	125	43
916	99	37
917	111	33
918	48	31
919	59	27
920	74	27
921	68	30
922	81	45
923	90	39
924	89	51
925	100	52
926	244	48
927	255	42
928	296	28
929	263	27
930	159	29
931	97	28
932	130	40
933	137	40
934	144	43
935	150	44
936	91	30
937	65	21
938	56	19
939	56	21
940	58	34
941	39	36
942	40	36
943	33	38
944	32	34
945	23	43
946	25	54
947	38	50
948	45	51
949	42	47
950	58	37
951	53	37
952	70	36
953	71	48
954	52	47
955	58	49
956	18	44
957	25	28
958	25	27
959	19	19
960	13	16
961	10	12
962	16	5
963	23	7
964	19	16
965	15	22
966	11	27
967	2	26
968	2	34
969	1	23
970	0	18
971	0	16
972	0	5
973	0	1
974	0	1
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
