pos	DEL	INS
247	30	24
248	33	29
249	32	34
250	29	34
251	18	29
252	23	26
253	47	27
254	48	29
255	45	40
256	40	40
257	11	45
258	18	56
259	16	46
260	16	42
261	14	33
262	15	25
263	25	35
264	29	34
265	31	35
266	32	34
267	23	18
268	35	21
269	30	24
270	32	27
271	31	28
272	23	28
273	59	25
274	59	26
275	63	26
276	67	20
277	28	16
278	22	11
279	20	11
280	13	15
281	18	18
282	28	22
283	28	24
284	24	18
285	21	17
286	37	14
287	51	14
288	63	20
289	76	25
290	120	36
291	127	39
292	130	49
293	134	49
294	95	37
295	153	48
296	263	47
297	258	45
298	262	49
299	240	33
300	127	27
301	81	22
302	94	17
303	95	20
304	167	532
305	170	527
306	160	525
307	153	523
308	146	300
309	145	154
310	121	90
311	114	92
312	37	75
313	16	70
314	10	62
315	10	38
316	15	27
317	16	25
318	13	23
319	20	19
320	64	59
321	65	57
322	63	55
323	71	53
324	74	32
325	96	110
326	99	110
327	129	317
328	90	318
329	57	262
330	55	237
331	27	84
332	19	45
333	38	30
334	38	31
335	38	25
336	40	28
337	15	33
338	25	25
339	38	32
340	38	31
341	32	36
342	28	42
343	27	42
344	12	41
345	6	37
346	5	39
347	7	42
348	7	48
349	4	52
350	5	57
351	4	56
352	6	43
353	6	169
354	6	157
355	6	197
356	8	206
357	6	208
358	8	227
359	11	105
360	13	91
361	14	46
362	13	28
363	16	17
364	20	13
365	17	10
366	19	9
367	17	38
368	16	49
369	14	55
370	12	57
371	15	31
372	13	27
373	12	20
374	94	19
375	106	23
376	128	18
377	164	14
378	154	12
379	102	7
380	155	28
381	128	28
382	134	29
383	193	34
384	161	24
385	152	21
386	159	31
387	71	30
388	54	25
389	54	22
390	102	14
391	216	10
392	214	7
393	359	8
394	359	12
395	263	20
396	236	20
397	211	20
398	211	17
399	231	14
400	229	25
401	228	37
402	226	45
403	215	42
404	216	40
405	213	33
406	42	39
407	42	41
408	63	36
409	71	31
410	83	23
411	93	18
412	76	19
413	54	21
414	40	23
415	34	20
416	22	15
417	23	13
418	22	11
419	25	11
420	27	16
421	21	29
422	26	38
423	26	39
424	42	44
425	50	35
426	72	24
427	64	22
428	49	17
429	43	37
430	13	40
431	14	43
432	17	43
433	16	30
434	33	27
435	40	30
436	42	24
437	42	21
438	33	18
439	40	22
440	32	21
441	34	19
442	36	23
443	30	20
444	32	21
445	43	26
446	45	30
447	41	30
448	50	25
449	66	30
450	56	24
451	291	128
452	286	129
453	269	120
454	263	120
455	67	52
456	81	39
457	102	31
458	103	28
459	104	36
460	142	32
461	168	36
462	140	31
463	154	24
464	144	26
465	39	21
466	38	27
467	33	32
468	21	31
469	21	31
470	25	28
471	28	22
472	32	20
473	30	33
474	27	37
475	28	41
476	26	39
477	21	28
478	25	21
479	38	16
480	38	15
481	39	19
482	42	40
483	43	42
484	100	48
485	101	47
486	94	33
487	97	43
488	37	38
489	38	46
490	39	61
491	24	53
492	17	84
493	23	83
494	20	73
495	25	58
496	23	30
497	22	21
498	19	23
499	13	22
500	12	24
501	7	26
502	6	23
503	7	32
504	11	30
505	10	34
506	21	32
507	20	29
508	14	30
509	12	27
510	4	26
511	4	29
512	4	25
513	6	20
514	7	27
515	7	30
516	8	30
517	13	34
518	14	31
519	12	31
520	12	29
521	23	26
522	38	31
523	36	33
524	55	40
525	44	45
526	49	42
527	57	44
528	43	35
529	29	26
530	27	26
531	14	17
532	18	15
533	21	12
534	40	21
535	39	28
536	40	30
537	43	32
538	25	26
539	34	17
540	29	10
541	31	10
542	31	14
543	27	25
544	23	33
545	17	36
546	31	39
547	65	45
548	65	40
549	71	39
550	62	31
551	42	26
552	32	23
553	15	17
554	11	22
555	7	26
556	14	25
557	14	24
558	21	25
559	21	19
560	16	15
561	29	21
562	23	16
563	25	16
564	61	18
565	74	26
566	119	24
567	121	25
568	102	25
569	83	16
570	76	23
571	55	20
572	54	18
573	48	18
574	36	17
575	38	18
576	37	23
577	36	21
578	41	17
579	37	16
580	36	23
581	29	22
582	33	24
583	37	24
584	37	17
585	33	19
586	35	15
587	44	17
588	50	28
589	43	30
590	56	38
591	53	40
592	44	36
593	31	33
594	48	47
595	42	43
596	44	41
597	52	38
598	50	23
599	62	12
600	93	9
601	130	12
602	134	15
603	146	17
604	159	24
605	85	67
606	85	72
607	68	79
608	62	92
609	57	110
610	93	100
611	104	89
612	100	91
613	97	51
614	97	46
615	111	59
616	112	56
617	101	79
618	95	69
619	60	64
620	75	57
621	72	45
622	69	39
623	65	43
624	58	36
625	55	30
626	50	21
627	53	13
628	49	13
629	88	11
630	92	14
631	132	16
632	130	19
633	177	18
634	256	47
635	241	44
636	232	46
637	203	44
638	149	23
639	141	20
640	138	21
641	139	24
642	107	24
643	60	21
644	57	20
645	60	18
646	71	16
647	67	19
648	69	18
649	71	21
650	62	25
651	63	27
652	63	24
653	64	26
654	62	27
655	61	27
656	61	27
657	56	24
658	55	20
659	54	19
660	58	20
661	72	31
662	82	41
663	83	44
664	162	48
665	146	46
666	153	55
667	151	53
668	64	56
669	64	75
670	67	78
671	73	74
672	73	86
673	89	81
674	95	78
675	91	72
676	85	71
677	66	64
678	58	44
679	75	42
680	73	34
681	70	25
682	84	29
683	80	24
684	79	22
685	82	27
686	74	21
687	72	28
688	108	29
689	209	41
690	232	54
691	233	51
692	210	46
693	90	41
694	70	38
695	74	35
696	89	137
697	119	141
698	121	133
699	113	126
700	105	35
701	79	28
702	79	28
703	86	30
704	75	35
705	66	34
706	61	38
707	81	38
708	76	48
709	85	72
710	81	104
711	57	102
712	58	101
713	53	79
714	58	57
715	58	37
716	54	22
717	49	17
718	44	17
719	48	23
720	49	25
721	55	23
722	65	23
723	83	22
724	96	22
725	97	19
726	85	18
727	68	18
728	50	17
729	51	27
730	31	29
731	28	35
732	36	41
733	43	40
734	45	44
735	45	47
736	39	50
737	33	47
738	34	49
739	23	40
740	22	35
741	19	29
742	23	22
743	58	29
744	60	30
745	59	29
746	56	21
747	24	13
748	24	7
749	34	6
750	38	6
751	37	13
752	35	17
753	28	19
754	35	18
755	35	11
756	39	10
757	48	10
758	51	17
759	47	24
760	61	24
761	51	35
762	41	32
763	49	31
764	60	31
765	60	29
766	71	26
767	140	26
768	145	29
769	145	25
770	159	26
771	86	24
772	65	21
773	106	19
774	89	25
775	101	20
776	103	20
777	124	14
778	114	10
779	137	17
780	131	18
781	396	20
782	389	18
783	388	16
784	409	14
785	421	17
786	453	19
787	490	23
788	513	32
789	506	37
790	516	38
791	517	44
792	537	45
793	568	44
794	575	44
795	574	39
796	567	37
797	594	38
798	594	44
799	600	51
800	600	50
801	580	48
802	576	42
803	590	45
804	590	42
805	598	32
806	592	23
807	575	15
808	569	12
809	545	9
810	536	14
811	217	12
812	209	11
813	200	13
814	190	11
815	181	9
816	182	10
817	153	25
818	156	49
819	128	57
820	88	70
821	118	79
822	110	65
823	108	64
824	108	55
825	48	42
826	39	29
827	34	26
828	23	50
829	16	48
830	15	48
831	14	45
832	9	25
833	17	12
834	18	10
835	20	14
836	27	17
837	14	18
838	14	21
839	16	21
840	14	21
841	19	17
842	33	14
843	34	23
844	34	25
845	34	24
846	20	32
847	22	30
848	20	31
849	10	33
850	9	30
851	3	26
852	3	24
853	5	23
854	10	21
855	12	22
856	12	17
857	16	12
858	15	13
859	19	14
860	22	21
861	33	21
862	44	19
863	44	18
864	40	22
865	41	35
866	29	43
867	25	43
868	33	34
869	30	19
870	38	16
871	40	16
872	67	15
873	64	20
874	64	26
875	103	24
876	81	23
877	64	21
878	81	20
879	42	17
880	42	18
881	41	19
882	37	19
883	40	17
884	37	17
885	46	16
886	45	10
887	75	8
888	85	8
889	107	5
890	164	4
891	183	6
892	161	7
893	146	9
894	127	11
895	151	9
896	147	9
897	129	7
898	116	7
899	38	10
900	25	35
901	14	50
902	11	52
903	11	53
904	23	30
905	48	18
906	68	21
907	84	20
908	80	20
909	64	19
910	46	14
911	28	14
912	38	25
913	37	24
914	68	26
915	63	31
916	52	25
917	56	18
918	23	17
919	28	9
920	32	9
921	29	9
922	40	28
923	47	30
924	52	31
925	63	35
926	143	27
927	143	25
928	161	24
929	147	18
930	88	14
931	49	10
932	95	18
933	88	19
934	88	23
935	92	30
936	46	26
937	23	22
938	14	23
939	15	18
940	13	19
941	8	19
942	10	19
943	9	18
944	11	16
945	8	15
946	10	20
947	16	24
948	17	32
949	16	35
950	20	37
951	20	31
952	37	25
953	38	34
954	31	26
955	34	24
956	7	26
957	9	16
958	11	15
959	8	11
960	6	5
961	8	4
962	11	2
963	10	2
964	10	3
965	6	4
966	4	7
967	4	7
968	3	9
969	1	7
970	0	3
971	0	3
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
