pos	DEL	INS
248	107	127
249	29	99
250	22	69
251	18	57
252	32	42
253	40	52
254	38	72
255	27	88
256	32	90
257	23	81
258	21	64
259	20	70
260	18	61
261	11	64
262	14	57
263	25	78
264	47	94
265	66	102
266	83	86
267	100	120
268	84	120
269	86	165
270	97	124
271	90	107
272	68	99
273	84	87
274	69	76
275	76	64
276	20	80
277	28	72
278	18	75
279	27	66
280	19	63
281	18	47
282	9	57
283	12	51
284	15	52
285	16	30
286	21	22
287	15	31
288	24	59
289	23	63
290	49	69
291	71	59
292	60	74
293	34	65
294	25	77
295	25	75
296	32	122
297	26	124
298	24	124
299	25	104
300	27	68
301	21	47
302	20	29
303	22	43
304	49	90
305	47	89
306	58	74
307	45	56
308	34	40
309	70	45
310	61	53
311	61	65
312	29	65
313	39	67
314	123	61
315	166	70
316	162	67
317	103	56
318	28	34
319	19	20
320	32	21
321	29	33
322	44	44
323	36	50
324	38	45
325	27	34
326	22	30
327	45	42
328	43	45
329	46	56
330	34	55
331	60	88
332	70	87
333	88	108
334	68	99
335	55	73
336	65	112
337	119	241
338	120	240
339	120	209
340	91	79
341	65	79
342	151	77
343	736	222
344	732	212
345	656	211
346	142	149
347	90	90
348	90	57
349	83	44
350	80	36
351	21	35
352	24	37
353	22	44
354	17	36
355	16	32
356	18	39
357	51	48
358	53	43
359	72	36
360	40	53
361	34	66
362	38	72
363	37	57
364	42	66
365	42	73
366	29	68
367	26	55
368	27	37
369	27	31
370	21	34
371	8	28
372	6	26
373	11	21
374	13	29
375	23	27
376	24	45
377	46	45
378	41	53
379	36	42
380	12	27
381	20	27
382	18	27
383	19	31
384	10	36
385	19	54
386	55	52
387	62	60
388	57	52
389	24	59
390	24	45
391	34	40
392	39	39
393	24	33
394	13	29
395	8	13
396	12	15
397	16	21
398	14	25
399	10	81
400	8	113
401	7	109
402	12	86
403	15	41
404	19	28
405	46	31
406	78	29
407	157	80
408	125	78
409	99	78
410	41	53
411	44	40
412	47	36
413	57	34
414	37	24
415	46	38
416	32	34
417	39	57
418	32	54
419	42	58
420	43	40
421	44	44
422	41	47
423	48	49
424	44	78
425	39	94
426	21	108
427	12	91
428	11	75
429	13	74
430	23	60
431	27	56
432	29	38
433	27	36
434	24	40
435	23	38
436	28	34
437	32	49
438	26	42
439	26	37
440	53	34
441	70	34
442	184	39
443	191	44
444	177	49
445	72	100
446	59	102
447	59	112
448	97	89
449	419	188
450	413	178
451	377	166
452	102	101
453	76	52
454	62	37
455	56	22
456	49	30
457	26	54
458	27	59
459	33	52
460	56	68
461	47	65
462	45	75
463	45	65
464	6	59
465	6	56
466	11	36
467	20	44
468	19	50
469	17	46
470	13	45
471	7	42
472	12	45
473	12	42
474	17	49
475	34	48
476	37	86
477	35	87
478	27	79
479	16	47
480	14	31
481	27	34
482	50	28
483	63	32
484	62	31
485	39	34
486	39	40
487	28	40
488	35	56
489	31	65
490	38	67
491	31	54
492	43	42
493	36	40
494	46	51
495	38	48
496	61	48
497	115	36
498	108	41
499	95	39
500	17	45
501	32	56
502	52	76
503	45	73
504	41	81
505	39	63
506	36	54
507	20	45
508	27	45
509	38	43
510	41	46
511	29	52
512	24	50
513	72	62
514	69	66
515	66	81
516	12	91
517	11	80
518	14	72
519	16	69
520	21	60
521	49	76
522	53	70
523	45	67
524	30	60
525	30	65
526	26	60
527	29	46
528	19	39
529	22	47
530	29	82
531	29	84
532	35	83
533	39	64
534	79	56
535	73	54
536	76	50
537	62	65
538	42	75
539	38	82
540	34	72
541	21	75
542	42	68
543	44	57
544	38	39
545	18	24
546	9	22
547	6	31
548	5	32
549	1	36
550	7	35
551	11	36
552	31	31
553	34	26
554	40	23
555	25	36
556	14	52
557	26	77
558	31	71
559	42	76
560	22	67
561	23	64
562	20	72
563	42	70
564	42	61
565	43	53
566	30	45
567	42	43
568	39	42
569	28	42
570	11	37
571	7	49
572	6	46
573	8	43
574	10	32
575	9	32
576	10	43
577	7	39
578	7	37
579	25	36
580	31	39
581	34	41
582	30	39
583	26	47
584	21	45
585	18	62
586	16	55
587	18	60
588	33	53
589	33	75
590	43	155
591	69	149
592	65	140
593	73	110
594	60	87
595	164	70
596	161	59
597	175	47
598	38	50
599	38	44
600	89	52
601	69	37
602	73	47
603	55	53
604	37	67
605	28	56
606	30	69
607	30	57
608	29	54
609	26	46
610	73	41
611	91	43
612	96	45
613	117	60
614	49	63
615	37	84
616	14	68
617	14	60
618	13	39
619	19	27
620	17	22
621	29	34
622	20	54
623	22	83
624	25	80
625	26	80
626	22	53
627	15	42
628	5	45
629	12	48
630	24	59
631	51	56
632	50	64
633	44	81
634	33	101
635	34	100
636	26	80
637	25	70
638	14	64
639	12	58
640	6	52
641	4	36
642	3	25
643	12	24
644	15	54
645	16	60
646	14	70
647	17	53
648	20	81
649	39	78
650	40	81
651	40	70
652	29	63
653	22	49
654	13	40
655	36	36
656	35	33
657	198	59
658	198	63
659	206	76
660	214	70
661	87	72
662	76	68
663	37	70
664	34	73
665	57	83
666	93	81
667	82	75
668	149	79
669	135	73
670	136	72
671	72	63
672	65	48
673	53	41
674	24	43
675	17	40
676	16	44
677	14	31
678	51	43
679	52	32
680	74	34
681	64	29
682	96	55
683	82	60
684	66	68
685	49	44
686	31	36
687	36	32
688	32	32
689	30	32
690	41	39
691	44	98
692	41	99
693	22	98
694	21	56
695	16	25
696	26	13
697	33	12
698	35	44
699	37	50
700	28	48
701	25	54
702	21	50
703	20	59
704	27	75
705	35	73
706	54	63
707	56	37
708	69	42
709	54	35
710	47	44
711	34	67
712	56	116
713	46	135
714	46	121
715	28	88
716	28	53
717	27	40
718	24	32
719	28	28
720	32	32
721	33	37
722	18	53
723	16	79
724	20	83
725	25	70
726	26	37
727	26	24
728	21	18
729	17	33
730	18	63
731	18	74
732	83	90
733	77	90
734	77	93
735	14	79
736	13	90
737	32	93
738	52	85
739	55	78
740	51	61
741	160	42
742	159	33
743	156	22
744	19	19
745	17	16
746	14	24
747	16	22
748	30	19
749	32	16
750	47	28
751	63	27
752	56	24
753	64	15
754	150	19
755	142	16
756	138	18
757	63	23
758	63	21
759	56	32
760	75	29
761	101	46
762	197	62
763	180	61
764	145	59
765	133	43
766	56	48
767	51	38
768	28	45
769	19	39
770	12	39
771	9	42
772	14	51
773	16	50
774	55	39
775	57	47
776	62	52
777	24	46
778	48	44
779	43	40
780	63	41
781	47	41
782	43	36
783	42	30
784	12	40
785	24	38
786	36	36
787	37	22
788	42	18
789	38	19
790	29	22
791	32	33
792	30	35
793	30	52
794	29	52
795	18	47
796	30	34
797	27	33
798	25	41
799	35	46
800	36	51
801	39	56
802	18	51
803	23	35
804	16	19
805	33	16
806	61	28
807	61	42
808	76	51
809	34	50
810	43	61
811	46	96
812	35	107
813	38	109
814	54	97
815	45	85
816	38	75
817	28	52
818	29	44
819	30	41
820	27	40
821	17	35
822	16	26
823	23	30
824	30	27
825	54	30
826	45	26
827	43	29
828	29	37
829	69	37
830	77	45
831	73	35
832	47	32
833	105	21
834	164	29
835	227	72
836	192	79
837	110	82
838	12	54
839	31	42
840	29	25
841	28	21
842	15	24
843	19	31
844	27	50
845	28	51
846	29	48
847	18	32
848	46	27
849	40	22
850	88	22
851	90	17
852	133	18
853	261	20
854	314	41
855	288	38
856	361	28
857	326	7
858	370	17
859	153	30
860	183	38
861	172	36
862	75	33
863	17	63
864	11	75
865	13	72
866	10	59
867	34	47
868	65	33
869	95	53
870	92	58
871	94	58
872	76	39
873	72	36
874	53	34
875	64	46
876	50	50
877	70	54
878	73	60
879	48	67
880	52	57
881	24	63
882	39	47
883	50	38
884	74	35
885	66	50
886	74	43
887	39	41
888	49	40
889	107	41
890	102	32
891	129	25
892	108	23
893	90	30
894	61	41
895	115	60
896	131	64
897	181	53
898	144	43
899	107	44
900	25	38
901	25	29
902	24	32
903	30	42
904	31	41
905	26	46
906	24	43
907	16	47
908	13	51
909	32	69
910	37	65
911	42	58
912	15	52
913	15	56
914	13	52
915	31	42
916	51	67
917	51	64
918	47	71
919	14	61
920	13	44
921	10	34
922	6	15
923	2	12
924	2	9
925	11	12
926	20	12
927	23	15
928	18	22
929	9	28
930	8	27
931	2	33
932	2	23
933	0	17
934	0	10
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
