pos	DEL	INS
248	3	3
249	3	3
250	3	3
251	3	3
252	4	3
253	3	2
254	3	1
255	3	1
256	3	1
257	3	1
258	3	1
259	3	1
260	2	1
261	2	1
262	2	2
263	2	2
264	2	2
265	2	2
266	3	2
267	3	3
268	3	3
269	3	3
270	3	3
271	3	3
272	3	3
273	3	3
274	3	2
275	2	2
276	2	2
277	2	2
278	1	2
279	2	1
280	2	1
281	2	1
282	2	1
283	2	1
284	2	0
285	2	0
286	2	0
287	2	0
288	3	0
289	3	0
290	3	0
291	4	0
292	4	0
293	4	0
294	4	0
295	4	0
296	4	0
297	4	0
298	5	0
299	5	0
300	5	0
301	5	0
302	4	0
303	4	0
304	4	0
305	4	0
306	3	0
307	3	0
308	3	0
309	3	0
310	3	0
311	3	0
312	1	0
313	1	0
314	2	0
315	2	0
316	2	0
317	3	0
318	3	0
319	3	0
320	3	0
321	3	0
322	3	0
323	3	0
324	3	0
325	2	1
326	2	1
327	3	2
328	3	2
329	3	2
330	3	2
331	3	2
332	3	2
333	3	2
334	2	2
335	2	2
336	2	3
337	4	3
338	5	3
339	5	3
340	4	3
341	4	3
342	4	3
343	5	6
344	5	6
345	5	6
346	5	6
347	5	5
348	4	5
349	4	5
350	4	5
351	3	4
352	3	4
353	3	4
354	3	3
355	2	2
356	2	1
357	2	1
358	2	1
359	2	1
360	2	1
361	2	1
362	2	1
363	2	3
364	2	3
365	1	3
366	1	3
367	1	3
368	1	3
369	1	3
370	1	3
371	1	3
372	1	3
373	1	3
374	1	3
375	1	2
376	1	1
377	1	1
378	0	1
379	0	1
380	0	2
381	0	2
382	0	2
383	0	2
384	0	2
385	1	2
386	1	2
387	2	2
388	2	2
389	2	1
390	2	2
391	2	2
392	2	2
393	2	1
394	2	1
395	2	1
396	2	1
397	3	2
398	3	2
399	2	2
400	2	2
401	1	2
402	1	2
403	1	2
404	1	2
405	1	2
406	1	3
407	1	5
408	1	5
409	1	5
410	1	5
411	2	5
412	3	5
413	3	5
414	4	5
415	4	5
416	4	5
417	4	5
418	4	4
419	4	4
420	4	5
421	5	5
422	5	5
423	4	5
424	4	5
425	4	4
426	5	3
427	6	3
428	6	3
429	5	3
430	5	3
431	5	3
432	5	3
433	5	3
434	6	4
435	6	4
436	6	4
437	7	5
438	6	5
439	6	5
440	7	5
441	7	5
442	7	5
443	7	5
444	6	6
445	7	4
446	7	4
447	7	4
448	6	3
449	6	3
450	5	3
451	5	3
452	4	3
453	3	3
454	3	4
455	3	3
456	2	2
457	2	2
458	3	3
459	3	3
460	2	3
461	1	3
462	1	3
463	1	3
464	1	3
465	1	3
466	1	3
467	1	3
468	1	3
469	1	3
470	1	3
471	1	2
472	1	3
473	1	3
474	1	3
475	2	3
476	2	3
477	1	3
478	1	2
479	1	2
480	1	2
481	1	2
482	1	2
483	1	2
484	1	1
485	1	1
486	0	1
487	1	0
488	1	0
489	2	0
490	4	0
491	4	0
492	4	0
493	4	0
494	4	0
495	4	0
496	4	0
497	4	0
498	4	0
499	4	0
500	3	0
501	3	0
502	2	0
503	2	0
504	1	0
505	1	0
506	1	0
507	1	0
508	1	0
509	1	0
510	3	0
511	3	0
512	3	0
513	4	0
514	4	1
515	4	1
516	4	1
517	4	1
518	4	1
519	4	1
520	4	1
521	3	1
522	3	1
523	3	2
524	3	2
525	3	2
526	3	1
527	3	1
528	2	1
529	2	1
530	2	1
531	2	1
532	2	1
533	2	1
534	2	0
535	2	0
536	2	0
537	2	0
538	2	0
539	2	0
540	2	0
541	1	0
542	1	0
543	1	0
544	1	1
545	0	1
546	0	1
547	0	1
548	0	1
549	0	1
550	0	1
551	0	2
552	0	2
553	1	2
554	1	2
555	1	2
556	1	2
557	1	3
558	2	3
559	2	3
560	2	3
561	2	3
562	2	2
563	2	2
564	2	2
565	2	2
566	2	2
567	2	2
568	2	1
569	2	1
570	2	1
571	1	1
572	1	1
573	1	1
574	1	1
575	1	1
576	1	1
577	1	1
578	1	1
579	1	1
580	1	1
581	1	1
582	1	1
583	1	1
584	1	1
585	1	1
586	1	1
587	1	2
588	2	2
589	2	2
590	2	2
591	2	2
592	2	2
593	2	2
594	2	2
595	2	2
596	2	2
597	1	2
598	1	2
599	1	2
600	1	1
601	2	1
602	2	1
603	2	1
604	2	1
605	1	1
606	1	1
607	2	1
608	2	1
609	2	1
610	2	1
611	2	2
612	1	2
613	1	2
614	1	2
615	1	2
616	1	2
617	1	2
618	0	2
619	0	1
620	0	1
621	0	1
622	0	1
623	0	1
624	0	2
625	0	2
626	0	2
627	0	1
628	0	1
629	0	1
630	0	1
631	0	1
632	0	1
633	0	2
634	0	2
635	0	2
636	0	2
637	0	2
638	0	2
639	0	2
640	0	2
641	0	3
642	0	3
643	0	4
644	0	3
645	0	3
646	1	3
647	1	3
648	1	3
649	2	3
650	2	3
651	2	3
652	2	3
653	2	3
654	2	3
655	2	2
656	2	2
657	2	2
658	3	2
659	4	2
660	4	2
661	5	1
662	4	1
663	3	1
664	3	1
665	3	2
666	3	1
667	3	1
668	3	1
669	2	1
670	2	1
671	3	1
672	3	1
673	4	1
674	3	1
675	2	1
676	2	1
677	2	0
678	2	0
679	2	0
680	2	0
681	2	0
682	1	0
683	1	0
684	0	0
685	0	0
686	0	0
687	0	0
688	0	0
689	0	0
690	0	0
691	0	0
692	0	0
693	0	0
694	0	0
695	0	0
696	0	0
697	0	0
698	0	0
699	0	0
700	0	0
701	0	0
702	0	0
703	0	0
704	0	0
705	0	0
706	1	0
707	1	0
708	1	0
709	1	0
710	1	0
711	1	0
712	1	1
713	1	1
714	1	1
715	1	1
716	1	1
717	1	1
718	1	1
719	1	1
720	1	1
721	1	1
722	1	1
723	0	1
724	1	1
725	1	1
726	1	1
727	1	1
728	1	1
729	1	1
730	1	1
731	1	1
732	1	1
733	1	1
734	3	0
735	3	0
736	3	0
737	3	0
738	4	0
739	4	0
740	4	0
741	4	0
742	4	0
743	4	0
744	4	0
745	4	0
746	2	0
747	2	0
748	2	0
749	2	0
750	1	0
751	3	0
752	3	0
753	3	0
754	3	0
755	2	0
756	2	0
757	2	0
758	2	0
759	2	0
760	2	0
761	2	0
762	2	0
763	2	0
764	1	0
765	1	1
766	1	1
767	1	1
768	1	2
769	1	3
770	1	3
771	1	3
772	3	4
773	3	4
774	3	4
775	3	4
776	3	4
777	4	4
778	3	4
779	3	4
780	3	3
781	3	3
782	3	3
783	2	3
784	1	4
785	1	3
786	1	3
787	1	3
788	1	2
789	1	2
790	1	2
791	1	2
792	0	2
793	0	2
794	0	2
795	0	0
796	0	0
797	0	0
798	0	0
799	0	0
800	0	0
801	0	0
802	0	0
803	0	0
804	0	0
805	0	0
806	0	0
807	0	0
808	0	0
809	0	0
810	0	0
811	0	0
812	0	0
813	1	0
814	1	0
815	2	0
816	2	0
817	2	0
818	2	0
819	2	0
820	2	0
821	3	0
822	3	0
823	3	0
824	3	0
825	3	0
826	2	0
827	1	0
828	1	0
829	1	0
830	1	0
831	1	0
832	1	0
833	1	0
834	1	0
835	1	0
836	1	0
837	1	0
838	1	0
839	1	0
840	1	0
841	1	0
842	1	0
843	1	0
844	1	0
845	1	0
846	1	0
847	1	0
848	1	0
849	1	0
850	1	0
851	1	0
852	1	0
853	1	0
854	1	0
855	1	0
856	1	0
857	1	0
858	1	0
859	1	0
860	0	0
861	0	0
862	0	0
863	0	0
864	0	0
865	0	0
866	0	0
867	0	0
868	0	0
869	0	0
870	0	0
871	1	0
872	1	0
873	1	0
874	1	0
875	1	0
876	1	0
877	1	0
878	1	0
879	1	0
880	1	0
881	1	0
882	1	0
883	2	0
884	2	0
885	2	0
886	2	0
887	2	0
888	2	0
889	2	0
890	2	0
891	2	0
892	2	0
893	2	0
894	2	0
895	1	0
896	1	0
897	1	0
898	1	0
899	0	0
900	0	0
901	0	0
902	0	0
903	0	0
904	0	0
905	1	0
906	1	0
907	1	0
908	1	0
909	1	0
910	1	0
911	1	0
912	1	0
913	1	0
914	1	0
915	1	0
916	1	0
917	0	0
918	0	0
919	0	0
920	0	0
921	0	0
922	0	0
923	0	0
924	0	0
925	0	0
926	0	0
927	0	0
928	0	0
929	0	0
930	0	0
931	0	0
932	0	0
933	0	0
934	0	0
935	0	0
936	0	0
937	0	0
938	0	0
939	0	0
940	0	0
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
