pos	DEL	INS
248	7	5
249	10	5
250	10	5
251	12	8
252	13	6
253	14	8
254	12	9
255	10	12
256	11	12
257	14	12
258	19	10
259	22	8
260	22	5
261	22	3
262	25	3
263	28	2
264	23	2
265	22	1
266	14	1
267	17	1
268	14	1
269	25	1
270	23	3
271	23	4
272	27	7
273	25	7
274	24	8
275	26	10
276	24	10
277	18	10
278	18	7
279	12	7
280	12	9
281	9	8
282	10	7
283	12	5
284	14	5
285	15	5
286	22	4
287	38	5
288	42	6
289	44	6
290	46	8
291	54	8
292	48	7
293	56	7
294	66	8
295	73	9
296	76	9
297	77	9
298	78	11
299	72	8
300	58	8
301	30	7
302	30	4
303	37	4
304	55	133
305	58	133
306	59	133
307	61	133
308	62	135
309	58	135
310	35	67
311	25	43
312	16	32
313	14	21
314	11	18
315	5	12
316	6	11
317	11	8
318	11	6
319	14	9
320	19	20
321	24	18
322	26	18
323	30	19
324	36	21
325	38	25
326	38	18
327	42	42
328	33	43
329	33	44
330	27	42
331	21	34
332	18	33
333	7	17
334	9	13
335	9	10
336	10	12
337	8	9
338	11	8
339	11	8
340	13	6
341	14	7
342	14	7
343	14	5
344	13	4
345	13	6
346	11	5
347	11	5
348	14	6
349	14	6
350	14	11
351	14	13
352	16	14
353	16	99
354	15	96
355	12	124
356	13	125
357	10	123
358	12	123
359	10	45
360	10	42
361	11	19
362	11	12
363	16	9
364	17	11
365	19	11
366	22	10
367	20	10
368	19	13
369	18	14
370	19	14
371	16	12
372	13	12
373	14	10
374	15	10
375	15	11
376	26	10
377	29	11
378	33	12
379	36	10
380	46	15
381	55	15
382	57	13
383	60	12
384	67	14
385	66	13
386	69	14
387	62	12
388	51	12
389	50	10
390	61	8
391	70	8
392	70	5
393	181	5
394	204	6
395	215	6
396	207	5
397	195	5
398	194	8
399	197	9
400	193	9
401	175	9
402	171	12
403	163	14
404	161	13
405	156	18
406	14	17
407	15	17
408	13	17
409	15	15
410	16	14
411	15	12
412	15	12
413	14	7
414	15	7
415	11	7
416	9	5
417	7	5
418	7	4
419	9	4
420	7	4
421	9	7
422	10	7
423	15	7
424	18	9
425	18	11
426	19	11
427	17	7
428	15	7
429	10	9
430	9	7
431	11	5
432	14	5
433	13	4
434	14	5
435	19	5
436	17	4
437	17	5
438	15	8
439	17	8
440	20	8
441	20	9
442	21	8
443	23	9
444	18	7
445	18	7
446	16	6
447	18	4
448	19	4
449	39	4
450	37	3
451	63	32
452	62	32
453	63	32
454	61	32
455	61	34
456	61	35
457	45	26
458	30	17
459	27	13
460	28	13
461	28	11
462	24	10
463	23	8
464	22	7
465	22	8
466	19	9
467	13	6
468	13	8
469	12	8
470	11	8
471	13	8
472	13	5
473	13	3
474	12	2
475	11	2
476	9	2
477	9	2
478	10	1
479	11	2
480	12	4
481	12	7
482	12	12
483	13	12
484	12	12
485	11	13
486	12	12
487	13	15
488	14	16
489	13	18
490	14	20
491	14	24
492	12	33
493	12	29
494	12	26
495	10	21
496	8	17
497	5	15
498	5	9
499	6	8
500	6	8
501	7	9
502	8	12
503	8	13
504	9	14
505	12	17
506	10	17
507	10	16
508	9	17
509	8	16
510	8	16
511	8	11
512	5	11
513	4	13
514	6	14
515	8	12
516	9	15
517	11	16
518	13	17
519	12	15
520	12	14
521	17	13
522	36	11
523	36	10
524	40	8
525	38	8
526	40	6
527	44	7
528	35	8
529	26	8
530	23	7
531	22	7
532	18	7
533	16	7
534	20	7
535	22	7
536	21	7
537	20	6
538	21	5
539	17	5
540	15	4
541	12	3
542	9	2
543	9	6
544	7	7
545	10	10
546	12	9
547	29	11
548	30	11
549	32	11
550	34	7
551	39	5
552	38	4
553	25	3
554	18	4
555	17	4
556	17	4
557	15	6
558	15	4
559	14	3
560	15	3
561	15	6
562	14	6
563	14	5
564	16	4
565	14	5
566	28	6
567	26	5
568	26	3
569	31	6
570	27	10
571	27	10
572	24	10
573	17	9
574	14	10
575	16	9
576	15	8
577	15	6
578	16	6
579	16	6
580	18	3
581	16	4
582	15	3
583	26	4
584	25	6
585	26	7
586	26	7
587	28	7
588	33	10
589	26	11
590	30	9
591	33	8
592	33	7
593	28	7
594	32	8
595	32	6
596	26	5
597	26	4
598	30	5
599	39	5
600	43	8
601	46	7
602	55	8
603	60	8
604	61	10
605	54	10
606	54	9
607	48	10
608	42	11
609	34	10
610	49	9
611	48	10
612	53	10
613	52	8
614	48	7
615	47	7
616	47	10
617	44	10
618	38	14
619	35	17
620	37	16
621	34	17
622	35	19
623	32	18
624	32	17
625	33	14
626	31	13
627	32	12
628	31	8
629	47	5
630	47	1
631	54	0
632	53	0
633	78	1
634	91	9
635	89	9
636	88	9
637	88	10
638	87	12
639	66	11
640	56	5
641	55	4
642	52	4
643	49	3
644	48	2
645	50	4
646	49	6
647	46	6
648	41	8
649	39	9
650	38	9
651	36	10
652	34	8
653	32	8
654	32	7
655	33	7
656	33	7
657	33	7
658	35	7
659	36	9
660	35	7
661	37	11
662	48	13
663	47	15
664	47	17
665	47	17
666	56	20
667	56	20
668	51	19
669	49	31
670	49	40
671	49	43
672	39	42
673	36	41
674	37	40
675	37	35
676	38	29
677	37	20
678	37	13
679	45	14
680	45	13
681	45	10
682	54	8
683	52	8
684	55	7
685	57	6
686	49	6
687	49	6
688	51	8
689	55	14
690	55	11
691	51	10
692	56	10
693	56	11
694	55	10
695	54	7
696	48	9
697	47	11
698	49	12
699	51	11
700	51	11
701	47	13
702	46	11
703	44	9
704	46	10
705	43	11
706	39	15
707	43	15
708	43	15
709	44	17
710	43	28
711	43	27
712	44	25
713	44	22
714	49	20
715	50	18
716	48	11
717	45	8
718	43	5
719	51	2
720	58	2
721	57	1
722	61	1
723	62	3
724	63	4
725	62	4
726	51	6
727	49	7
728	48	9
729	34	8
730	20	8
731	18	10
732	21	10
733	22	16
734	22	15
735	18	16
736	17	18
737	15	16
738	18	19
739	20	15
740	20	12
741	19	11
742	20	10
743	21	9
744	17	4
745	16	3
746	17	3
747	16	3
748	23	3
749	40	2
750	39	2
751	36	5
752	34	5
753	35	5
754	34	6
755	31	6
756	24	7
757	25	5
758	27	5
759	25	6
760	33	6
761	30	6
762	29	5
763	29	7
764	30	8
765	34	11
766	59	15
767	60	18
768	67	20
769	69	19
770	73	20
771	73	19
772	38	16
773	42	13
774	43	11
775	49	8
776	51	5
777	61	4
778	70	5
779	76	4
780	75	5
781	263	5
782	264	5
783	286	4
784	311	5
785	311	5
786	329	3
787	354	5
788	362	8
789	375	11
790	387	12
791	386	13
792	419	16
793	456	16
794	462	15
795	463	11
796	466	12
797	463	8
798	463	12
799	464	12
800	465	11
801	461	11
802	459	11
803	458	11
804	463	8
805	455	7
806	451	4
807	442	3
808	438	1
809	432	1
810	422	0
811	197	1
812	186	2
813	175	4
814	169	4
815	156	5
816	139	7
817	115	12
818	113	15
819	93	13
820	67	14
821	57	13
822	53	13
823	50	12
824	34	11
825	14	11
826	10	12
827	11	11
828	8	16
829	8	11
830	7	12
831	7	13
832	6	13
833	6	11
834	8	9
835	12	9
836	12	9
837	11	6
838	12	5
839	12	5
840	11	6
841	13	5
842	9	4
843	11	9
844	10	9
845	10	10
846	8	9
847	10	9
848	11	7
849	7	4
850	6	4
851	5	4
852	5	6
853	4	7
854	5	7
855	7	7
856	8	7
857	11	8
858	12	7
859	16	7
860	20	6
861	22	6
862	23	6
863	24	3
864	21	2
865	31	2
866	28	4
867	24	4
868	23	3
869	26	4
870	35	5
871	31	4
872	30	3
873	23	3
874	20	3
875	20	3
876	15	4
877	14	4
878	12	6
879	12	8
880	14	7
881	13	8
882	11	7
883	15	7
884	15	5
885	18	3
886	20	3
887	27	3
888	34	3
889	45	2
890	62	3
891	60	3
892	59	2
893	55	1
894	60	1
895	51	1
896	36	1
897	31	2
898	29	2
899	24	4
900	17	13
901	12	18
902	12	17
903	10	17
904	12	18
905	16	18
906	25	18
907	27	12
908	27	10
909	26	9
910	25	8
911	23	7
912	20	9
913	15	6
914	15	5
915	15	5
916	16	7
917	19	7
918	13	8
919	16	8
920	16	8
921	16	7
922	15	8
923	16	7
924	16	7
925	18	6
926	19	6
927	23	7
928	22	7
929	19	6
930	19	4
931	13	3
932	15	5
933	12	5
934	12	4
935	15	6
936	13	6
937	12	6
938	12	4
939	11	6
940	16	4
941	13	4
942	13	3
943	11	4
944	11	4
945	10	5
946	9	8
947	9	7
948	10	9
949	4	8
950	4	9
951	4	9
952	4	6
953	5	10
954	5	11
955	3	10
956	3	10
957	3	8
958	5	6
959	5	3
960	4	1
961	4	1
962	5	1
963	4	0
964	3	0
965	1	0
966	1	0
967	1	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
