pos	DEL	INS
247	44	32
248	53	33
249	66	35
250	91	18
251	63	21
252	54	21
253	45	23
254	49	22
255	50	31
256	51	34
257	38	51
258	51	56
259	47	54
260	46	34
261	39	16
262	50	13
263	76	27
264	74	34
265	81	28
266	53	28
267	39	20
268	63	18
269	63	13
270	74	14
271	57	19
272	76	26
273	103	26
274	142	27
275	140	29
276	108	24
277	44	18
278	23	8
279	29	6
280	28	13
281	46	17
282	50	17
283	47	13
284	36	10
285	30	5
286	57	10
287	71	10
288	75	17
289	59	18
290	124	34
291	145	32
292	152	56
293	134	51
294	93	42
295	160	26
296	366	31
297	367	48
298	362	56
299	211	52
300	159	38
301	127	23
302	126	15
303	101	14
304	385	477
305	378	481
306	362	481
307	91	310
308	79	161
309	116	86
310	122	50
311	121	48
312	48	41
313	33	35
314	35	21
315	29	18
316	35	16
317	41	13
318	40	13
319	61	14
320	267	49
321	263	50
322	236	49
323	65	24
324	60	15
325	125	315
326	134	323
327	159	432
328	99	175
329	85	150
330	72	129
331	50	53
332	50	42
333	54	35
334	54	41
335	53	35
336	58	37
337	20	34
338	41	41
339	80	44
340	98	55
341	74	63
342	40	54
343	44	41
344	45	22
345	40	21
346	15	23
347	27	33
348	33	29
349	45	25
350	42	22
351	38	25
352	36	24
353	34	87
354	35	84
355	31	108
356	33	118
357	23	119
358	29	116
359	40	54
360	50	49
361	43	26
362	30	27
363	27	23
364	35	18
365	29	13
366	39	15
367	45	30
368	52	48
369	46	45
370	53	50
371	44	21
372	42	19
373	24	13
374	87	13
375	104	18
376	112	16
377	139	15
378	131	13
379	111	15
380	198	37
381	165	36
382	158	34
383	134	23
384	293	18
385	315	13
386	315	23
387	90	23
388	49	22
389	52	14
390	99	11
391	235	10
392	236	9
393	300	12
394	244	17
395	182	24
396	202	25
397	187	24
398	197	23
399	187	24
400	176	25
401	172	27
402	170	31
403	160	26
404	154	24
405	148	23
406	48	33
407	31	35
408	79	31
409	85	22
410	99	15
411	180	14
412	191	16
413	272	19
414	155	13
415	133	10
416	30	7
417	36	7
418	37	8
419	42	14
420	41	22
421	42	42
422	55	44
423	53	38
424	67	29
425	70	29
426	509	25
427	509	19
428	506	15
429	71	57
430	40	56
431	51	59
432	58	34
433	69	25
434	93	29
435	79	23
436	64	20
437	46	14
438	52	16
439	58	22
440	56	25
441	43	22
442	54	15
443	54	9
444	66	9
445	112	13
446	113	20
447	85	21
448	57	16
449	101	14
450	91	9
451	981	87
452	958	85
453	943	81
454	158	54
455	74	22
456	76	22
457	88	18
458	100	22
459	106	33
460	162	26
461	160	33
462	152	26
463	92	25
464	106	29
465	76	22
466	81	30
467	63	31
468	41	28
469	40	23
470	53	17
471	81	26
472	71	30
473	60	39
474	24	27
475	21	26
476	17	21
477	23	15
478	26	14
479	61	20
480	106	21
481	103	25
482	95	32
483	73	27
484	131	30
485	140	32
486	118	26
487	89	47
488	41	48
489	29	48
490	38	50
491	45	43
492	50	81
493	53	63
494	39	60
495	29	37
496	34	29
497	40	25
498	72	31
499	74	27
500	74	22
501	22	18
502	22	20
503	31	30
504	32	30
505	94	34
506	102	28
507	101	24
508	38	15
509	32	16
510	35	22
511	31	24
512	35	25
513	32	25
514	64	23
515	63	26
516	61	25
517	24	28
518	25	27
519	23	20
520	18	19
521	26	16
522	55	17
523	71	24
524	119	31
525	111	42
526	112	38
527	100	33
528	84	24
529	43	14
530	39	13
531	35	11
532	37	18
533	41	15
534	71	16
535	65	14
536	64	20
537	62	19
538	65	15
539	79	14
540	54	9
541	60	13
542	46	14
543	40	24
544	33	30
545	22	36
546	49	39
547	80	32
548	76	21
549	70	21
550	52	16
551	47	16
552	49	8
553	35	8
554	27	10
555	22	13
556	31	14
557	36	17
558	60	21
559	56	19
560	52	14
561	76	29
562	67	27
563	65	27
564	56	23
565	93	39
566	125	43
567	129	36
568	118	22
569	119	12
570	131	21
571	93	23
572	75	22
573	41	18
574	69	18
575	76	26
576	75	26
577	33	23
578	58	17
579	53	14
580	55	28
581	41	29
582	67	30
583	92	22
584	79	26
585	68	25
586	64	20
587	70	14
588	103	27
589	81	34
590	89	35
591	56	29
592	56	23
593	47	24
594	61	38
595	58	33
596	52	37
597	49	24
598	148	27
599	153	23
600	162	23
601	83	18
602	114	18
603	140	22
604	152	21
605	105	71
606	83	65
607	71	77
608	96	81
609	97	113
610	108	106
611	94	89
612	93	59
613	88	49
614	101	54
615	124	58
616	125	49
617	117	54
618	113	52
619	82	52
620	111	37
621	81	28
622	78	32
623	52	42
624	41	40
625	45	31
626	48	20
627	53	13
628	58	10
629	91	8
630	120	12
631	139	13
632	131	18
633	170	16
634	400	55
635	389	51
636	349	51
637	148	23
638	118	14
639	105	12
640	123	10
641	125	18
642	105	18
643	66	19
644	61	17
645	60	21
646	88	20
647	83	18
648	97	15
649	81	15
650	74	15
651	64	17
652	52	16
653	53	17
654	48	37
655	46	40
656	60	40
657	75	18
658	86	20
659	85	20
660	123	30
661	151	37
662	143	41
663	87	41
664	142	38
665	113	31
666	119	38
667	116	41
668	57	47
669	49	58
670	62	64
671	57	65
672	72	71
673	92	63
674	90	72
675	86	61
676	105	52
677	93	40
678	80	35
679	82	38
680	84	40
681	87	33
682	85	42
683	76	40
684	79	40
685	67	33
686	64	22
687	64	24
688	102	28
689	192	43
690	208	50
691	187	50
692	159	38
693	86	34
694	71	35
695	73	31
696	101	109
697	138	113
698	129	136
699	122	85
700	95	45
701	106	31
702	99	32
703	99	35
704	58	32
705	58	28
706	61	29
707	80	28
708	121	31
709	130	47
710	129	73
711	72	75
712	72	68
713	67	38
714	68	32
715	67	19
716	82	24
717	79	16
718	65	20
719	102	27
720	91	27
721	83	23
722	66	12
723	99	17
724	116	28
725	114	31
726	79	26
727	75	21
728	90	21
729	96	28
730	83	30
731	35	39
732	48	41
733	59	63
734	56	68
735	54	62
736	57	40
737	52	35
738	42	43
739	30	39
740	25	32
741	26	20
742	29	19
743	74	26
744	72	26
745	75	20
746	45	13
747	24	7
748	30	7
749	58	5
750	61	5
751	56	9
752	45	20
753	28	26
754	105	26
755	102	18
756	103	14
757	69	10
758	75	18
759	79	23
760	78	26
761	73	33
762	41	33
763	160	43
764	172	46
765	182	37
766	310	35
767	340	30
768	334	35
769	77	21
770	91	23
771	103	23
772	86	22
773	131	24
774	107	25
775	102	18
776	109	15
777	121	13
778	135	11
779	134	22
780	126	23
781	224	21
782	219	15
783	220	11
784	242	14
785	239	14
786	273	18
787	261	24
788	296	32
789	280	30
790	291	28
791	285	30
792	319	36
793	332	39
794	330	53
795	309	50
796	283	41
797	327	32
798	330	38
799	350	49
800	366	49
801	352	48
802	329	37
803	320	33
804	322	25
805	375	21
806	367	21
807	366	20
808	326	17
809	302	13
810	286	14
811	111	16
812	111	23
813	96	22
814	110	24
815	113	17
816	139	18
817	121	24
818	130	34
819	83	40
820	74	37
821	85	37
822	73	29
823	78	27
824	72	26
825	349	28
826	332	33
827	328	33
828	28	70
829	26	64
830	31	58
831	32	25
832	23	22
833	38	22
834	33	26
835	50	24
836	56	27
837	51	28
838	44	24
839	39	18
840	43	18
841	42	17
842	48	14
843	68	25
844	70	27
845	66	27
846	24	18
847	36	14
848	34	18
849	23	20
850	28	21
851	22	15
852	20	18
853	19	24
854	27	26
855	28	21
856	29	15
857	36	13
858	28	19
859	27	16
860	41	19
861	55	12
862	150	16
863	148	12
864	138	11
865	49	22
866	50	24
867	59	24
868	76	20
869	444	21
870	443	22
871	430	21
872	71	15
873	93	15
874	94	22
875	115	22
876	83	26
877	68	22
878	139	22
879	99	22
880	100	27
881	51	29
882	46	28
883	48	21
884	37	16
885	75	11
886	62	9
887	114	5
888	88	4
889	134	2
890	254	3
891	289	15
892	268	15
893	317	18
894	292	13
895	289	12
896	101	14
897	130	15
898	115	13
899	74	15
900	26	28
901	30	42
902	31	46
903	24	35
904	43	25
905	83	18
906	114	20
907	106	20
908	112	22
909	94	20
910	97	21
911	79	23
912	75	35
913	68	30
914	71	27
915	90	25
916	82	24
917	95	22
918	52	20
919	66	17
920	85	12
921	104	9
922	107	14
923	104	15
924	58	23
925	86	25
926	218	28
927	216	29
928	218	21
929	132	14
930	93	14
931	64	19
932	118	23
933	130	20
934	138	19
935	86	18
936	52	18
937	44	17
938	48	16
939	45	12
940	46	16
941	39	11
942	44	13
943	41	13
944	26	19
945	20	35
946	50	44
947	61	36
948	75	27
949	38	20
950	40	22
951	29	18
952	43	17
953	73	29
954	70	34
955	70	37
956	21	24
957	23	17
958	26	15
959	26	11
960	26	8
961	18	14
962	44	13
963	67	13
964	67	7
965	45	14
966	24	14
967	10	16
968	2	19
969	1	15
970	0	10
971	0	5
972	0	4
973	0	4
974	0	4
975	0	1
976	0	1
977	0	1
978	0	1
979	0	1
980	0	1
981	0	1
982	0	1
983	0	1
984	0	1
985	0	1
986	0	1
987	0	1
988	0	1
989	0	1
990	0	1
991	0	1
992	0	1
993	0	1
994	0	1
995	0	1
996	0	1
997	0	1
998	0	1
999	0	1
1000	0	1
