pos	DEL	INS
248	7	3
249	10	3
250	10	3
251	13	4
252	14	4
253	14	2
254	14	3
255	12	3
256	13	3
257	13	2
258	19	3
259	25	4
260	27	4
261	28	3
262	34	3
263	32	3
264	28	2
265	29	1
266	18	1
267	17	1
268	9	2
269	16	2
270	17	2
271	17	2
272	18	1
273	20	1
274	20	0
275	15	0
276	13	0
277	11	0
278	13	0
279	7	0
280	6	0
281	8	0
282	12	0
283	10	0
284	10	0
285	11	0
286	13	2
287	30	2
288	32	3
289	31	3
290	30	3
291	36	3
292	31	1
293	36	1
294	56	0
295	59	2
296	66	5
297	72	5
298	75	5
299	66	6
300	59	7
301	34	7
302	26	4
303	32	5
304	33	81
305	36	81
306	38	80
307	39	80
308	37	82
309	32	81
310	21	46
311	16	30
312	11	24
313	12	15
314	11	8
315	6	7
316	12	7
317	15	5
318	15	5
319	20	6
320	24	8
321	26	7
322	24	7
323	24	7
324	31	8
325	43	10
326	41	12
327	45	27
328	40	27
329	40	27
330	36	26
331	27	23
332	19	21
333	10	14
334	13	10
335	13	8
336	10	5
337	9	3
338	11	3
339	11	3
340	8	4
341	6	4
342	4	5
343	4	6
344	3	6
345	3	6
346	4	5
347	6	5
348	7	5
349	8	5
350	8	5
351	17	4
352	18	5
353	16	68
354	16	67
355	16	87
356	21	93
357	10	93
358	10	95
359	12	36
360	12	34
361	13	12
362	11	9
363	14	8
364	14	3
365	12	3
366	13	1
367	13	1
368	13	1
369	11	1
370	12	1
371	14	1
372	15	1
373	16	1
374	14	1
375	13	2
376	19	2
377	19	2
378	20	2
379	24	3
380	39	4
381	41	4
382	42	4
383	46	6
384	49	6
385	44	5
386	37	7
387	29	7
388	25	7
389	26	6
390	38	6
391	50	5
392	58	4
393	134	5
394	146	4
395	150	5
396	147	5
397	133	5
398	133	6
399	144	5
400	136	4
401	123	3
402	122	3
403	119	4
404	117	5
405	117	5
406	11	5
407	7	6
408	8	6
409	8	5
410	12	5
411	13	5
412	14	5
413	14	5
414	16	5
415	17	4
416	14	4
417	14	4
418	12	4
419	17	5
420	17	5
421	23	7
422	23	7
423	22	7
424	23	7
425	22	7
426	22	6
427	10	3
428	9	3
429	11	3
430	8	3
431	8	3
432	11	3
433	16	3
434	19	3
435	17	4
436	17	4
437	17	4
438	19	4
439	17	4
440	17	4
441	12	3
442	15	3
443	20	3
444	20	3
445	19	3
446	20	2
447	18	2
448	24	2
449	38	3
450	36	3
451	55	15
452	54	15
453	56	15
454	56	16
455	54	16
456	52	16
457	32	5
458	30	4
459	25	4
460	24	3
461	22	3
462	17	3
463	17	3
464	15	3
465	16	3
466	14	3
467	10	4
468	8	4
469	7	5
470	12	5
471	12	5
472	10	6
473	14	7
474	14	6
475	14	6
476	11	6
477	13	6
478	14	5
479	14	6
480	12	5
481	14	5
482	14	6
483	12	6
484	9	6
485	7	6
486	8	6
487	8	9
488	11	7
489	11	8
490	12	8
491	13	8
492	14	12
493	13	10
494	9	9
495	8	8
496	9	8
497	7	8
498	5	12
499	6	9
500	4	9
501	4	9
502	3	9
503	5	9
504	7	7
505	9	3
506	8	2
507	7	2
508	9	3
509	7	3
510	8	3
511	8	2
512	6	2
513	9	2
514	7	2
515	8	2
516	6	3
517	8	4
518	9	4
519	6	4
520	7	4
521	8	4
522	25	4
523	21	3
524	21	3
525	26	3
526	25	3
527	25	3
528	15	4
529	9	4
530	14	4
531	13	4
532	14	3
533	13	3
534	15	2
535	15	3
536	10	3
537	10	3
538	15	3
539	14	3
540	12	4
541	15	4
542	13	4
543	12	3
544	10	3
545	8	3
546	9	3
547	13	2
548	12	2
549	14	2
550	12	1
551	14	1
552	14	1
553	10	1
554	10	2
555	10	2
556	14	2
557	14	3
558	12	3
559	12	3
560	13	2
561	20	2
562	21	2
563	18	2
564	17	2
565	16	1
566	29	1
567	30	1
568	30	2
569	31	2
570	30	4
571	28	6
572	21	6
573	19	7
574	16	7
575	16	6
576	14	6
577	13	5
578	17	5
579	17	5
580	20	4
581	16	4
582	22	4
583	37	4
584	31	5
585	30	5
586	30	5
587	34	5
588	36	7
589	20	7
590	21	6
591	21	7
592	20	7
593	16	7
594	19	5
595	18	5
596	12	5
597	13	6
598	17	6
599	24	5
600	25	5
601	28	5
602	33	7
603	34	6
604	35	6
605	28	9
606	29	9
607	26	11
608	23	11
609	22	10
610	36	10
611	37	8
612	37	9
613	36	8
614	38	7
615	38	7
616	39	7
617	39	6
618	39	6
619	41	5
620	43	5
621	39	5
622	38	5
623	36	5
624	33	5
625	36	4
626	33	4
627	40	4
628	40	4
629	49	4
630	49	4
631	63	4
632	62	4
633	82	5
634	87	7
635	80	7
636	80	8
637	72	8
638	69	8
639	49	8
640	49	8
641	44	9
642	42	8
643	40	8
644	38	7
645	39	7
646	39	6
647	36	6
648	36	5
649	33	5
650	32	6
651	31	6
652	30	6
653	30	6
654	31	7
655	32	7
656	34	6
657	35	6
658	34	6
659	34	6
660	34	6
661	35	6
662	45	7
663	44	8
664	42	8
665	42	8
666	42	8
667	43	10
668	37	9
669	34	13
670	33	17
671	34	18
672	33	19
673	33	19
674	29	19
675	30	18
676	31	13
677	31	12
678	31	10
679	34	10
680	33	9
681	33	7
682	39	7
683	37	7
684	37	7
685	37	9
686	34	11
687	34	11
688	38	10
689	42	12
690	42	11
691	42	11
692	41	11
693	44	11
694	45	11
695	41	11
696	41	9
697	40	11
698	45	11
699	47	11
700	46	9
701	39	9
702	37	10
703	37	7
704	34	7
705	35	6
706	31	7
707	33	9
708	33	9
709	32	12
710	33	15
711	35	15
712	36	14
713	32	13
714	39	12
715	39	10
716	41	8
717	39	5
718	38	7
719	39	7
720	35	7
721	33	6
722	32	6
723	32	6
724	35	6
725	34	6
726	31	6
727	29	7
728	26	8
729	25	8
730	13	7
731	13	7
732	16	6
733	17	5
734	19	7
735	19	6
736	18	6
737	20	6
738	17	9
739	19	9
740	18	9
741	14	8
742	16	8
743	16	8
744	14	7
745	14	5
746	11	5
747	9	5
748	5	4
749	20	4
750	18	4
751	19	4
752	18	5
753	19	5
754	25	5
755	21	5
756	15	5
757	14	5
758	23	4
759	24	4
760	37	4
761	35	4
762	34	4
763	35	4
764	28	4
765	29	4
766	29	5
767	29	6
768	35	6
769	34	6
770	41	6
771	45	7
772	28	6
773	35	7
774	33	7
775	34	6
776	31	6
777	38	6
778	41	7
779	39	7
780	40	6
781	189	5
782	189	5
783	201	5
784	208	5
785	209	5
786	222	4
787	228	4
788	237	4
789	247	4
790	252	4
791	252	5
792	266	5
793	281	5
794	282	6
795	280	6
796	278	7
797	278	6
798	281	6
799	283	7
800	290	7
801	289	6
802	284	5
803	285	6
804	283	6
805	281	6
806	281	5
807	273	5
808	271	5
809	264	5
810	258	5
811	91	5
812	89	6
813	89	6
814	82	6
815	83	6
816	76	5
817	58	7
818	61	7
819	50	8
820	40	8
821	38	8
822	38	8
823	35	9
824	24	10
825	16	7
826	8	7
827	7	7
828	4	8
829	2	8
830	3	7
831	5	6
832	5	7
833	6	7
834	6	6
835	8	6
836	9	6
837	9	6
838	8	4
839	7	4
840	9	3
841	9	3
842	6	3
843	19	3
844	20	3
845	20	3
846	17	3
847	16	2
848	16	2
849	4	2
850	4	2
851	2	3
852	2	4
853	2	4
854	2	4
855	2	4
856	5	4
857	12	4
858	12	3
859	13	3
860	15	3
861	15	3
862	16	3
863	14	3
864	8	3
865	13	4
866	12	4
867	14	3
868	12	5
869	12	5
870	20	5
871	18	5
872	22	5
873	19	5
874	19	5
875	19	5
876	19	5
877	17	4
878	19	3
879	16	4
880	21	5
881	23	5
882	19	5
883	17	4
884	17	4
885	20	3
886	18	3
887	20	2
888	16	2
889	18	2
890	30	2
891	30	2
892	31	2
893	28	2
894	27	2
895	23	2
896	15	3
897	9	3
898	6	3
899	5	3
900	4	4
901	6	5
902	8	5
903	8	5
904	12	5
905	16	5
906	18	5
907	18	4
908	17	5
909	18	5
910	14	5
911	12	4
912	8	5
913	6	6
914	5	5
915	5	5
916	8	5
917	9	5
918	7	5
919	11	5
920	11	5
921	11	4
922	9	4
923	12	4
924	11	4
925	15	5
926	14	4
927	13	3
928	14	3
929	11	3
930	11	3
931	9	3
932	11	3
933	11	2
934	12	3
935	10	4
936	8	4
937	7	3
938	8	3
939	7	3
940	6	3
941	6	1
942	6	1
943	6	2
944	3	2
945	3	2
946	4	2
947	4	2
948	5	2
949	5	1
950	5	1
951	5	1
952	5	1
953	7	1
954	7	1
955	8	1
956	4	1
957	4	1
958	7	1
959	11	1
960	11	1
961	11	1
962	11	1
963	11	1
964	7	1
965	1	1
966	0	1
967	0	1
968	0	1
969	0	1
970	0	1
971	0	1
972	0	1
973	0	1
974	0	1
975	0	1
976	0	1
977	0	1
978	0	1
979	0	1
980	0	1
981	0	1
982	0	1
983	0	1
984	0	1
985	0	1
986	0	1
987	0	1
988	0	1
989	0	1
990	0	1
991	0	1
992	0	1
993	0	1
994	0	1
995	0	1
996	0	1
997	0	1
998	0	1
999	0	1
1000	0	1
