pos	DEL	INS
244	27	47
245	38	32
246	49	43
247	95	106
248	103	113
249	134	119
250	168	79
251	105	91
252	78	91
253	79	125
254	80	120
255	91	177
256	90	156
257	58	217
258	66	220
259	50	201
260	41	110
261	34	48
262	42	48
263	103	119
264	101	123
265	130	105
266	93	99
267	77	71
268	197	100
269	164	94
270	204	109
271	128	101
272	182	116
273	384	98
274	524	106
275	502	108
276	343	102
277	116	74
278	75	38
279	80	38
280	77	87
281	116	121
282	113	122
283	122	100
284	87	66
285	69	53
286	188	67
287	213	71
288	239	94
289	190	90
290	296	132
291	282	134
292	288	186
293	255	165
294	218	130
295	336	86
296	1038	110
297	1027	131
298	991	121
299	562	86
300	457	74
301	327	77
302	311	78
303	239	51
304	993	96
305	972	100
306	946	97
307	283	76
308	249	59
309	312	56
310	278	81
311	255	468
312	75	466
313	63	471
314	74	281
315	68	176
316	62	147
317	50	116
318	47	112
319	74	129
320	379	179
321	377	154
322	355	143
323	74	90
324	89	134
325	175	5788
326	199	5905
327	318	6561
328	304	1758
329	261	1202
330	224	875
331	203	488
332	183	288
333	195	190
334	74	382
335	71	369
336	73	383
337	22	276
338	59	266
339	111	281
340	186	288
341	160	269
342	125	222
343	83	200
344	59	175
345	54	128
346	17	103
347	42	104
348	55	130
349	99	133
350	83	135
351	75	122
352	46	119
353	56	131
354	58	112
355	66	174
356	75	174
357	67	190
358	63	217
359	53	190
360	59	161
361	45	46
362	46	48
363	61	40
364	88	68
365	84	54
366	102	59
367	270	101
368	330	155
369	392	153
370	1541	158
371	1507	68
372	1620	48
373	263	30
374	383	25
375	425	41
376	318	48
377	339	47
378	339	33
379	283	26
380	509	87
381	447	86
382	433	87
383	394	44
384	941	63
385	1030	62
386	1057	109
387	310	96
388	172	85
389	168	54
390	284	34
391	710	47
392	676	38
393	577	45
394	407	60
395	204	85
396	315	84
397	333	75
398	351	61
399	178	94
400	128	105
401	151	145
402	125	143
403	119	156
404	147	146
405	136	127
406	169	153
407	144	153
408	260	150
409	283	97
410	291	79
411	589	96
412	602	89
413	811	80
414	426	47
415	355	39
416	82	39
417	89	47
418	93	39
419	89	56
420	93	61
421	90	131
422	119	133
423	114	128
424	153	91
425	162	74
426	1664	79
427	1698	65
428	1692	61
429	248	238
430	80	237
431	147	237
432	145	129
433	196	98
434	196	94
435	184	91
436	134	87
437	115	91
438	189	87
439	226	109
440	223	127
441	147	116
442	115	89
443	121	66
444	182	56
445	348	73
446	350	84
447	242	99
448	150	79
449	273	89
450	246	65
451	4505	411
452	4426	391
453	4389	390
454	772	273
455	208	142
456	226	106
457	315	84
458	384	87
459	407	118
460	763	105
461	750	126
462	697	114
463	410	115
464	450	120
465	231	103
466	236	112
467	165	114
468	76	90
469	54	73
470	85	50
471	138	80
472	138	92
473	122	127
474	72	94
475	68	80
476	61	58
477	62	42
478	63	41
479	126	65
480	252	84
481	252	100
482	219	106
483	204	96
484	378	105
485	419	107
486	384	89
487	366	142
488	203	169
489	120	213
490	125	217
491	113	238
492	118	353
493	112	294
494	96	247
495	86	159
496	82	114
497	69	72
498	199	88
499	184	82
500	188	83
501	46	75
502	41	71
503	58	124
504	60	120
505	240	179
506	264	150
507	261	161
508	71	112
509	63	94
510	58	105
511	43	101
512	49	106
513	40	98
514	106	116
515	116	121
516	117	126
517	64	124
518	67	114
519	55	83
520	33	66
521	75	55
522	128	71
523	174	95
524	255	133
525	230	148
526	265	146
527	247	138
528	225	96
529	140	73
530	100	50
531	90	56
532	87	90
533	102	83
534	174	100
535	173	79
536	160	83
537	199	71
538	206	55
539	220	52
540	108	41
541	79	40
542	64	51
543	74	87
544	70	117
545	59	124
546	145	150
547	304	147
548	312	126
549	283	102
550	240	90
551	242	81
552	238	65
553	128	47
554	75	50
555	58	65
556	65	57
557	75	54
558	166	52
559	159	46
560	142	44
561	196	86
562	163	85
563	170	78
564	152	47
565	219	103
566	300	106
567	300	107
568	296	80
569	300	60
570	362	114
571	242	108
572	189	110
573	122	73
574	221	49
575	231	48
576	220	57
577	85	60
578	133	55
579	118	50
580	113	93
581	82	95
582	132	99
583	154	89
584	137	103
585	116	110
586	130	112
587	143	82
588	233	127
589	201	153
590	220	152
591	156	116
592	161	71
593	140	65
594	150	137
595	121	131
596	112	130
597	105	61
598	613	70
599	650	70
600	719	82
601	337	63
602	479	61
603	622	73
604	668	79
605	383	227
606	250	236
607	224	301
608	337	279
609	320	477
610	378	433
611	303	376
612	281	245
613	247	233
614	252	245
615	404	235
616	460	191
617	420	237
618	388	207
619	226	211
620	301	145
621	216	132
622	197	204
623	134	277
624	107	272
625	106	184
626	106	95
627	111	68
628	116	50
629	211	57
630	273	64
631	326	60
632	311	57
633	550	47
634	1486	309
635	1450	300
636	1287	296
637	440	96
638	323	59
639	355	42
640	393	48
641	406	82
642	318	86
643	143	78
644	130	75
645	152	67
646	230	63
647	225	65
648	215	57
649	154	70
650	156	86
651	144	88
652	138	86
653	121	81
654	102	135
655	92	124
656	116	112
657	169	60
658	192	49
659	199	80
660	356	98
661	417	128
662	411	133
663	208	164
664	383	161
665	331	146
666	368	156
667	354	172
668	172	216
669	125	273
670	197	279
671	177	283
672	228	258
673	254	207
674	269	228
675	240	199
676	285	205
677	248	196
678	208	157
679	174	146
680	173	115
681	194	108
682	191	137
683	201	138
684	187	140
685	180	108
686	177	68
687	164	72
688	302	85
689	580	149
690	642	195
691	555	193
692	432	166
693	221	142
694	156	143
695	143	135
696	173	341
697	307	343
698	288	369
699	285	260
700	220	119
701	265	143
702	255	129
703	233	140
704	154	116
705	158	127
706	179	117
707	231	110
708	361	118
709	342	130
710	331	211
711	119	240
712	113	228
713	106	187
714	91	134
715	103	112
716	135	113
717	122	94
718	115	79
719	150	202
720	130	786
721	129	816
722	139	1383
723	200	1489
724	236	1110
725	256	692
726	176	205
727	147	150
728	300	128
729	308	175
730	277	164
731	64	168
732	95	174
733	157	256
734	151	249
735	162	221
736	136	156
737	119	135
738	93	151
739	68	115
740	61	81
741	68	52
742	89	64
743	199	139
744	192	145
745	202	118
746	130	55
747	75	32
748	79	20
749	141	16
750	154	22
751	135	54
752	103	91
753	73	97
754	241	82
755	237	57
756	254	51
757	148	49
758	164	79
759	169	79
760	199	77
761	169	71
762	137	80
763	553	145
764	570	146
765	597	145
766	1030	134
767	1038	149
768	1006	158
769	110	119
770	141	112
771	234	95
772	203	85
773	329	99
774	294	98
775	301	78
776	285	61
777	282	37
778	388	32
779	393	59
780	367	83
781	169	82
782	153	57
783	84	36
784	121	63
785	120	95
786	176	112
787	137	137
788	212	186
789	128	184
790	138	167
791	101	184
792	135	197
793	134	193
794	127	203
795	84	177
796	60	183
797	184	176
798	180	204
799	211	198
800	235	182
801	214	158
802	177	137
803	168	113
804	162	95
805	341	81
806	287	56
807	295	53
808	147	45
809	103	51
810	78	67
811	50	80
812	49	73
813	24	65
814	83	69
815	95	64
816	284	77
817	257	100
818	324	156
819	133	165
820	155	171
821	176	160
822	166	126
823	176	148
824	174	129
825	1185	161
826	1164	141
827	1162	152
828	79	299
829	61	291
830	49	290
831	46	172
832	41	114
833	67	90
834	64	69
835	104	77
836	124	75
837	114	101
838	94	119
839	85	105
840	115	110
841	112	76
842	155	72
843	149	70
844	147	85
845	130	92
846	56	86
847	64	75
848	58	101
849	49	108
850	39	112
851	33	73
852	26	67
853	30	97
854	46	104
855	46	91
856	49	60
857	50	44
858	42	62
859	56	57
860	78	71
861	98	57
862	527	56
863	530	49
864	520	60
865	130	127
866	112	144
867	125	135
868	212	90
869	1748	63
870	1755	57
871	1678	46
872	172	45
873	238	41
874	240	73
875	298	86
876	187	107
877	168	93
878	311	96
879	208	133
880	206	123
881	125	125
882	111	95
883	132	80
884	130	59
885	221	49
886	191	32
887	335	25
888	305	23
889	506	24
890	909	60
891	1016	103
892	876	99
893	1089	80
894	1009	39
895	1000	52
896	334	86
897	430	93
898	405	82
899	251	69
900	73	127
901	54	167
902	60	170
903	43	144
904	120	93
905	242	61
906	333	89
907	329	82
908	382	83
909	317	63
910	323	51
911	204	74
912	198	102
913	169	110
914	160	120
915	181	118
916	158	109
917	162	87
918	108	74
919	171	61
920	213	53
921	304	55
922	245	95
923	260	89
924	150	103
925	201	90
926	626	95
927	621	76
928	652	53
929	397	56
930	283	61
931	191	66
932	244	111
933	281	106
934	320	99
935	225	68
936	145	60
937	97	52
938	90	40
939	94	43
940	104	73
941	97	74
942	95	81
943	96	72
944	69	86
945	64	112
946	106	155
947	136	136
948	147	110
949	78	88
950	80	88
951	59	106
952	90	97
953	155	114
954	144	124
955	136	121
956	42	98
957	41	60
958	46	64
959	28	52
960	21	37
961	14	52
962	76	43
963	135	45
964	146	37
965	99	58
966	44	76
967	22	62
968	7	78
969	4	56
970	0	45
971	0	21
972	0	10
973	0	6
974	0	4
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
