pos	DEL	INS
248	2	2
249	2	2
250	3	2
251	4	2
252	4	2
253	4	2
254	4	2
255	4	2
256	4	2
257	4	2
258	4	2
259	4	0
260	4	0
261	4	0
262	6	0
263	8	0
264	8	0
265	8	0
266	7	0
267	8	0
268	8	0
269	9	0
270	9	0
271	9	0
272	9	1
273	9	1
274	8	1
275	8	1
276	8	1
277	5	1
278	5	1
279	3	1
280	3	1
281	4	1
282	4	1
283	5	1
284	4	1
285	4	1
286	5	1
287	5	1
288	5	2
289	5	2
290	6	2
291	6	2
292	7	2
293	6	2
294	5	2
295	6	2
296	10	2
297	10	2
298	10	3
299	10	2
300	9	2
301	9	2
302	9	2
303	6	2
304	7	7
305	7	7
306	7	7
307	6	7
308	6	7
309	6	6
310	4	7
311	3	7
312	3	7
313	3	6
314	3	6
315	3	3
316	2	2
317	2	2
318	2	2
319	1	2
320	2	4
321	3	3
322	3	3
323	4	3
324	5	3
325	5	3
326	5	3
327	5	5
328	5	5
329	6	5
330	6	5
331	5	4
332	5	3
333	5	2
334	5	2
335	5	2
336	5	2
337	5	2
338	5	2
339	4	2
340	5	2
341	5	2
342	5	1
343	5	1
344	6	1
345	6	2
346	6	1
347	6	1
348	6	1
349	7	1
350	6	1
351	6	1
352	6	1
353	6	1
354	5	1
355	5	2
356	5	2
357	5	2
358	5	4
359	5	4
360	5	4
361	5	4
362	6	4
363	6	4
364	7	6
365	8	6
366	9	5
367	9	5
368	8	6
369	9	6
370	9	6
371	9	6
372	9	6
373	8	6
374	8	6
375	8	6
376	8	5
377	8	5
378	10	5
379	10	4
380	10	5
381	10	5
382	10	5
383	11	5
384	11	5
385	11	5
386	12	5
387	12	5
388	13	5
389	13	5
390	13	5
391	15	5
392	24	5
393	134	4
394	146	4
395	152	4
396	152	2
397	151	2
398	150	1
399	148	1
400	148	1
401	147	1
402	145	2
403	145	3
404	145	3
405	139	3
406	11	3
407	8	3
408	6	3
409	6	3
410	6	3
411	6	3
412	6	4
413	5	4
414	5	4
415	4	4
416	4	4
417	3	4
418	3	3
419	3	3
420	2	3
421	2	3
422	2	3
423	2	3
424	2	2
425	2	2
426	2	2
427	2	2
428	1	2
429	1	2
430	1	2
431	1	2
432	1	2
433	1	1
434	1	1
435	1	1
436	1	1
437	1	1
438	2	1
439	2	1
440	2	1
441	2	1
442	4	1
443	4	1
444	4	1
445	4	1
446	5	1
447	7	1
448	9	1
449	10	1
450	10	1
451	11	3
452	11	3
453	11	3
454	11	3
455	10	4
456	10	4
457	11	4
458	10	4
459	10	5
460	7	6
461	6	6
462	6	6
463	5	4
464	5	4
465	5	4
466	6	3
467	6	2
468	5	3
469	6	3
470	6	3
471	6	3
472	6	2
473	6	1
474	6	1
475	6	1
476	6	1
477	5	1
478	5	1
479	5	1
480	5	1
481	5	1
482	5	2
483	5	2
484	5	2
485	6	2
486	6	2
487	6	3
488	7	3
489	7	3
490	7	3
491	7	3
492	6	4
493	6	4
494	5	5
495	5	4
496	4	4
497	3	4
498	3	4
499	3	5
500	3	5
501	2	5
502	3	5
503	3	4
504	3	4
505	3	3
506	2	3
507	2	3
508	2	3
509	2	3
510	2	3
511	2	3
512	3	3
513	3	3
514	5	4
515	7	4
516	7	4
517	7	4
518	7	4
519	7	3
520	7	3
521	7	3
522	7	3
523	7	3
524	8	3
525	7	3
526	7	2
527	8	2
528	8	2
529	8	2
530	7	2
531	7	2
532	6	2
533	6	2
534	6	2
535	6	2
536	6	2
537	5	1
538	5	1
539	4	1
540	4	1
541	4	1
542	4	1
543	4	1
544	4	0
545	4	0
546	4	0
547	4	0
548	4	0
549	5	0
550	6	0
551	10	0
552	10	0
553	10	0
554	10	0
555	10	0
556	9	0
557	9	0
558	9	0
559	9	0
560	9	0
561	6	0
562	3	0
563	3	0
564	3	0
565	3	0
566	3	0
567	3	0
568	3	0
569	3	1
570	3	1
571	3	1
572	3	1
573	3	1
574	4	1
575	5	2
576	6	2
577	6	2
578	6	2
579	6	2
580	6	1
581	6	1
582	6	1
583	7	1
584	7	1
585	8	1
586	7	0
587	6	0
588	6	0
589	7	0
590	14	0
591	16	0
592	16	0
593	16	0
594	17	0
595	16	0
596	15	0
597	15	0
598	18	1
599	19	1
600	19	2
601	19	2
602	21	2
603	21	2
604	22	2
605	22	2
606	22	2
607	23	2
608	23	2
609	22	1
610	35	1
611	34	0
612	34	0
613	33	0
614	33	0
615	33	0
616	32	0
617	31	1
618	30	1
619	30	3
620	30	3
621	28	3
622	28	3
623	27	3
624	27	3
625	28	3
626	28	3
627	28	3
628	27	2
629	30	2
630	30	1
631	30	0
632	30	0
633	30	0
634	30	1
635	31	1
636	31	1
637	32	1
638	33	2
639	34	2
640	32	2
641	32	2
642	32	2
643	32	2
644	32	2
645	33	2
646	32	3
647	32	2
648	30	2
649	30	2
650	30	1
651	29	1
652	29	2
653	29	2
654	29	2
655	29	2
656	29	2
657	29	2
658	29	1
659	30	1
660	29	1
661	29	1
662	29	1
663	29	1
664	28	1
665	28	1
666	28	1
667	28	1
668	30	1
669	31	1
670	31	1
671	32	1
672	32	2
673	31	2
674	32	1
675	32	1
676	32	1
677	32	1
678	32	1
679	32	1
680	32	1
681	31	1
682	31	1
683	31	1
684	34	1
685	32	1
686	32	1
687	32	1
688	32	1
689	33	2
690	34	2
691	33	2
692	35	2
693	35	2
694	34	2
695	32	2
696	32	2
697	32	3
698	32	3
699	33	3
700	33	3
701	33	3
702	33	3
703	33	3
704	32	3
705	32	3
706	32	3
707	35	3
708	34	2
709	34	2
710	35	3
711	36	3
712	36	2
713	36	2
714	37	2
715	38	2
716	36	2
717	33	2
718	33	2
719	35	2
720	35	2
721	33	1
722	33	1
723	34	1
724	33	1
725	31	1
726	29	1
727	29	1
728	28	1
729	25	1
730	12	1
731	12	1
732	12	1
733	12	2
734	11	3
735	10	3
736	9	3
737	7	3
738	6	3
739	7	3
740	7	3
741	4	3
742	4	2
743	5	2
744	4	1
745	4	1
746	4	1
747	6	1
748	7	1
749	7	1
750	8	1
751	9	1
752	9	1
753	9	1
754	9	1
755	10	1
756	11	1
757	10	1
758	10	1
759	9	1
760	8	1
761	8	1
762	8	1
763	7	2
764	10	2
765	11	2
766	12	2
767	11	2
768	14	3
769	14	3
770	14	3
771	14	3
772	17	3
773	19	3
774	22	2
775	27	2
776	28	2
777	40	2
778	47	2
779	58	2
780	59	2
781	251	1
782	253	1
783	275	1
784	300	1
785	304	1
786	323	1
787	349	1
788	355	0
789	369	0
790	379	0
791	379	0
792	408	0
793	444	0
794	449	0
795	449	0
796	450	0
797	450	0
798	450	0
799	449	0
800	449	0
801	448	0
802	448	0
803	446	0
804	445	0
805	439	0
806	434	0
807	429	0
808	424	0
809	418	0
810	411	0
811	185	0
812	175	0
813	168	1
814	162	1
815	150	1
816	135	1
817	110	1
818	106	2
819	83	2
820	57	2
821	49	2
822	42	2
823	40	2
824	26	2
825	9	2
826	5	2
827	5	2
828	5	3
829	6	3
830	6	3
831	6	3
832	5	3
833	6	3
834	7	2
835	7	2
836	7	2
837	6	2
838	6	2
839	6	2
840	5	2
841	5	2
842	5	2
843	4	4
844	4	4
845	4	4
846	2	4
847	2	4
848	3	3
849	2	3
850	2	3
851	1	3
852	1	4
853	2	4
854	2	4
855	2	4
856	2	4
857	2	4
858	2	4
859	2	4
860	4	4
861	7	4
862	7	4
863	8	3
864	8	2
865	8	2
866	7	2
867	7	2
868	7	1
869	8	1
870	8	1
871	7	0
872	4	0
873	3	0
874	3	0
875	3	0
876	5	0
877	4	0
878	4	1
879	4	1
880	4	1
881	4	1
882	5	1
883	6	1
884	5	1
885	5	1
886	6	1
887	6	1
888	7	1
889	8	1
890	8	1
891	7	1
892	7	1
893	7	0
894	7	0
895	6	0
896	6	0
897	6	0
898	6	0
899	4	0
900	3	1
901	2	2
902	2	2
903	1	2
904	1	2
905	1	2
906	1	2
907	2	2
908	3	2
909	3	2
910	4	2
911	4	2
912	3	2
913	3	1
914	3	1
915	3	1
916	4	1
917	4	1
918	4	1
919	3	1
920	3	1
921	3	1
922	3	1
923	2	1
924	2	1
925	1	0
926	1	0
927	2	0
928	2	0
929	2	0
930	2	0
931	1	0
932	2	0
933	2	0
934	2	0
935	3	0
936	3	0
937	3	0
938	3	0
939	2	0
940	2	0
941	2	0
942	2	0
943	1	0
944	1	0
945	1	0
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	0	0
952	0	0
953	0	0
954	0	0
955	0	0
956	0	0
957	0	0
958	0	0
959	0	0
960	0	0
961	0	0
962	0	0
963	0	0
964	0	0
965	0	0
966	0	0
967	0	0
968	0	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
1000	0	0
